Index,Date,Time,Counter,FbLoad,Lvdt1,Lvdt2,Force(kN),Potm,LVDT1,LVDT2,Chain,Stress [MPa],Strain Ax. [%],Strain Ax [-],Strain Rad. [%],Strain Vol. [%],Gemidd,IFlow,IPress,IVol,FlowA,PressA,VolA,FlowB,PressB,VolB
246,44728.46675,245.224048,58228287,6.894682,0.214861,0.218971,7.447578,1.936696,-0.78606,-0.781861,19.912166,10.547792,0.002487,0.00002487,0,0.002487,-0.783786,0.02032,100,78.317,0,7.9,42.4425,0,1.9,30.2995
247,44728.46676,246.224048,58228288,6.883239,0.214819,0.218921,7.425416,1.936696,-0.786055,-0.781828,19.912166,10.520443,0.002171,0.00002171,0,0.002171,-0.784107,0.02015,100,78.3166,0,7.8,42.4425,0,1.9,30.2995
248,44728.46677,247.224048,58228289,6.863954,0.21474,0.218805,7.398987,1.937682,-0.786284,-0.782091,19.912166,10.465956,0.001896,0.00001896,0,0.001896,-0.784354,0.02003,100,78.3162,0,7.9,42.4425,0,1.9,30.2995
249,44728.46678,248.224048,58228290,6.874437,0.214591,0.218703,7.413143,1.938668,-0.786259,-0.782222,19.912166,10.493111,0.00206,0.0000206,0,0.00206,-0.784067,0.02053,100,78.316,0,7.9,42.4425,0,1.9,30.2995
250,44728.46679,249.224048,58228291,6.886619,0.214599,0.218986,7.400884,1.936696,-0.78625,-0.782058,19.912166,10.488603,0.0021,0.000021,0,0.0021,-0.784281,0.02053,100,78.3156,0,7.8,42.4425,0,1.9,30.2995
251,44728.46681,250.224048,58228292,6.865031,0.21458,0.218651,7.441821,1.938668,-0.786248,-0.781499,19.912166,10.479376,0.002052,0.00002052,0,0.002052,-0.784063,0.02061,100,78.3152,0,7.8,42.4425,0,1.9,30.2995
252,44728.46682,251.224048,58228293,6.900619,0.214463,0.218911,7.422894,1.938668,-0.786274,-0.781927,19.912166,10.514151,0.002127,0.00002127,0,0.002127,-0.784101,0.0205,100,78.315,0,7.8,42.4425,0,1.9,30.2995
253,44728.46683,252.224048,58228294,6.90636,0.214659,0.218977,7.42219,1.938668,-0.786134,-0.781959,19.912166,10.553767,0.002318,0.00002318,0,0.002318,-0.783987,0.02044,100,78.3146,0,7.8,42.4425,0,1.9,30.2995
254,44728.46684,253.224048,58228295,6.972763,0.214845,0.219314,7.535042,1.937682,-0.78552,-0.781203,19.912166,10.648587,0.003042,0.00003042,0,0.003042,-0.783461,0.02044,100,78.3142,0,7.8,42.4425,0,1.9,30.2995
255,44728.46685,254.224048,58228296,7.056456,0.216103,0.220295,7.646942,1.939654,-0.784188,-0.779889,19.912166,10.812131,0.004933,0.00004933,0,0.004933,-0.781964,0.02009,100,78.314,0,7.8,42.4425,0,1.9,30.2995
256,44728.46686,255.224048,58228297,7.155432,0.217247,0.221535,7.697757,1.938668,-0.783382,-0.779133,19.912166,10.891534,0.006137,0.00006137,0,0.006137,-0.781339,0.01951,100,78.3138,0,7.8,42.4425,0,1.9,30.2995
257,44728.46688,256.224048,58228298,7.243314,0.218212,0.222528,7.799629,1.939654,-0.782479,-0.778179,19.912166,11.029884,0.007411,0.00007411,0,0.007411,-0.780429,0.0187,100,78.3135,0,7.8,42.4425,0,1.9,30.2995
258,44728.46689,257.224048,58228299,7.345881,0.219332,0.223539,7.880347,1.941626,-0.781383,-0.776963,19.912166,11.161855,0.009096,0.00009096,0,0.009096,-0.779223,0.01795,100,78.3133,0,7.8,42.4425,0,1.9,30.2995
259,44728.4669,258.224048,58228300,7.422519,0.220458,0.224738,7.946514,1.942612,-0.780383,-0.776207,19.912166,11.254946,0.010474,0.00010474,0,0.010474,-0.778277,0.01699,100,78.3131,0,7.8,42.4425,0,1.9,30.2995
260,44728.46691,259.224048,58228301,7.517283,0.221545,0.225793,8.091246,1.943598,-0.778987,-0.774564,19.912166,11.427657,0.012465,0.00012465,0,0.012465,-0.776847,0.01621,100,78.3129,0,7.8,42.4425,0,1.9,30.2995
261,44728.46692,260.224048,58228302,7.57238,0.222465,0.226511,8.134694,1.94557,-0.778283,-0.773808,19.912166,11.484994,0.013338,0.00013338,0,0.013338,-0.776227,0.01526,100,78.3128,0,7.8,42.4425,0,1.9,30.2995
262,44728.46693,261.224048,58228303,7.627013,0.22322,0.227437,8.205146,1.94557,-0.777405,-0.773117,19.912166,11.587314,0.014644,0.00014644,0,0.014644,-0.775289,0.01462,100,78.3125,0,7.8,42.4425,0,1.9,30.2995
263,44728.46694,262.224048,58228304,7.730679,0.224545,0.228574,8.289222,1.946557,-0.77628,-0.772263,19.912166,11.705002,0.016242,0.00016242,0,0.016242,-0.774334,0.01381,100,78.3123,0,7.8,42.4425,0,1.9,30.2995
264,44728.46696,263.224048,58228305,7.813414,0.225353,0.229363,8.369511,1.947543,-0.775303,-0.771014,19.912166,11.838354,0.017559,0.00017559,0,0.017559,-0.773286,0.013,100,78.3121,0,7.8,42.4425,0,1.9,30.2995
265,44728.46697,264.224048,58228306,7.891526,0.226392,0.230428,8.465942,1.949515,-0.77413,-0.76983,19.912166,11.966857,0.01914,0.0001914,0,0.01914,-0.772073,0.01259,100,78.3119,0,7.8,42.4425,0,1.9,30.2995
266,44728.46698,265.224048,58228307,7.947742,0.227266,0.231363,8.515985,1.949515,-0.773451,-0.769305,19.912166,12.017094,0.020147,0.00020147,0,0.020147,-0.771488,0.01236,100,78.3117,0,7.8,42.4425,0,1.9,30.2995
267,44728.46699,266.224048,58228308,8.032722,0.228178,0.232344,8.597766,1.951487,-0.772359,-0.767957,19.912166,12.139041,0.021634,0.00021634,0,0.021634,-0.770369,0.01219,100,78.3115,0,7.8,42.4425,0,1.9,30.2995
268,44728.467,267.224048,58228309,8.129442,0.229373,0.233354,8.697733,1.951487,-0.771053,-0.767069,19.912166,12.277476,0.023391,0.00023391,0,0.023391,-0.769143,0.01198,100,78.3114,0,7.8,42.4425,0,1.9,30.2995
269,44728.46701,268.224048,58228310,8.208228,0.230363,0.234473,8.768509,1.952473,-0.770058,-0.765985,19.912166,12.4032,0.024993,0.00024993,0,0.024993,-0.768095,0.01178,100,78.3112,0,7.8,42.4425,0,1.9,30.2995
270,44728.46703,269.224048,58228311,8.266685,0.231277,0.23541,8.80686,1.953459,-0.769436,-0.765229,19.912166,12.470067,0.026107,0.00026107,0,0.026107,-0.767346,0.01169,100,78.311,0,7.8,42.4425,0,1.9,30.2995
271,44728.46704,270.224048,58228312,8.314758,0.232088,0.236219,8.898966,1.953459,-0.76844,-0.76421,19.912166,12.560488,0.027184,0.00027184,0,0.027184,-0.76632,0.01187,100,78.3108,0,7.8,42.4425,0,1.9,30.2995
272,44728.46705,271.224048,58228313,8.39581,0.233247,0.237421,8.968031,1.954445,-0.767363,-0.763059,19.912166,12.6949,0.028932,0.00028932,0,0.028932,-0.765263,0.01178,100,78.3105,0,7.9,42.4425,0,1.9,30.2995
273,44728.46706,272.224048,58228314,8.491649,0.234296,0.238463,9.049681,1.955431,-0.766427,-0.762303,19.912166,12.79063,0.030251,0.00030251,0,0.030251,-0.764247,0.01184,100,78.3104,0,7.9,42.4425,0,1.9,30.2995
274,44728.46707,273.224048,58228315,8.561204,0.235523,0.2396,9.084115,1.955431,-0.765396,-0.761383,19.912166,12.853963,0.031681,0.00031681,0,0.031681,-0.763477,0.01167,100,78.3102,0,7.9,42.4425,0,1.9,30.2995
275,44728.46708,274.224048,58228316,8.650495,0.236623,0.240654,9.160785,1.957404,-0.764189,-0.760397,19.912166,12.989425,0.033419,0.00033419,0,0.033419,-0.762237,0.01149,100,78.31,0,7.9,42.4425,0,1.9,30.2995
276,44728.4671,275.224048,58228317,8.728555,0.237511,0.241634,9.275077,1.95839,-0.76329,-0.759279,19.912166,13.133763,0.034887,0.00034887,0,0.034887,-0.761281,0.01152,100,78.3098,0,7.8,42.4425,0,1.9,30.2995
277,44728.46711,276.224048,58228318,8.819112,0.238521,0.242713,9.389331,1.960362,-0.762122,-0.757932,19.912166,13.26888,0.036533,0.00036533,0,0.036533,-0.759948,0.0114,100,78.3096,0,7.9,42.4425,0,1.9,30.2995
278,44728.46712,277.224048,58228319,8.873736,0.239324,0.243639,9.444231,1.960362,-0.761377,-0.757011,19.912166,13.32265,0.037592,0.00037592,0,0.037592,-0.759269,0.01164,100,78.3094,0,7.8,42.4425,0,1.9,30.2995
279,44728.46713,278.224048,58228320,8.943339,0.240351,0.244535,9.527247,1.961348,-0.760305,-0.755894,19.912166,13.453963,0.038989,0.00038989,0,0.038989,-0.758276,0.01181,100,78.3092,0,7.9,42.4425,0,1.9,30.2995
280,44728.46714,279.224048,58228321,9.038859,0.24151,0.245738,9.573144,1.962334,-0.759228,-0.754973,19.912166,13.567725,0.040632,0.00040632,0,0.040632,-0.75723,0.01175,100,78.309,0,7.9,42.4425,0,1.9,30.2995
281,44728.46715,280.224048,58228322,9.095965,0.242097,0.246407,9.684721,1.96332,-0.758188,-0.753921,19.912166,13.680116,0.041988,0.00041988,0,0.041988,-0.756072,0.01169,100,78.3088,0,7.9,42.4425,0,1.9,30.2995
282,44728.46716,281.224048,58228323,9.14705,0.242856,0.247281,9.719199,1.96332,-0.757674,-0.753264,19.912166,13.720068,0.042859,0.00042859,0,0.042859,-0.755489,0.01164,100,78.3087,0,7.8,42.4425,0,1.9,30.2995
283,44728.46718,282.224048,58228324,9.282697,0.244337,0.248636,9.830874,1.966278,-0.756122,-0.751884,19.912166,13.903401,0.044939,0.00044939,0,0.044939,-0.754076,0.01152,100,78.3084,0,7.9,42.4425,0,1.9,30.2995
284,44728.46719,283.224048,58228325,9.338189,0.245125,0.249415,9.891835,1.965292,-0.755405,-0.751128,19.912166,13.967783,0.046001,0.00046001,0,0.046001,-0.753389,0.01167,100,78.3082,0,7.8,42.4425,0,1.9,30.2995
285,44728.4672,284.224048,58228326,9.401215,0.24641,0.250545,9.96711,1.967265,-0.754311,-0.749911,19.912166,14.085556,0.04769,0.0004769,0,0.04769,-0.752238,0.01155,100,78.3081,0,7.8,42.4425,0,1.9,30.2995
286,44728.46721,285.224048,58228327,9.525922,0.247525,0.251754,10.071874,1.969237,-0.753033,-0.748958,19.912166,14.23807,0.049319,0.00049319,0,0.049319,-0.751067,0.01138,100,78.3079,0,7.9,42.4425,0,1.9,30.2995
287,44728.46722,286.224048,58228328,9.585478,0.248575,0.252679,10.150337,1.969237,-0.752056,-0.747808,19.912166,14.34881,0.05081,0.0005081,0,0.05081,-0.750023,0.01132,100,78.3077,0,7.8,42.4425,0,1.9,30.2995
288,44728.46723,287.224048,58228329,9.630645,0.249313,0.253501,10.213347,1.970223,-0.751218,-0.747019,19.912166,14.426487,0.05191,0.0005191,0,0.05191,-0.749131,0.01097,100,78.3076,0,7.8,42.4425,0,1.9,30.2995
289,44728.46725,288.224048,58228330,9.711455,0.250316,0.254409,10.266428,1.971209,-0.750404,-0.746131,19.912166,14.521827,0.053203,0.00053203,0,0.053203,-0.74831,0.011,100,78.3074,0,7.9,42.4425,0,1.9,30.2995
290,44728.46726,289.224048,58228331,9.798058,0.251238,0.255434,10.343516,1.971209,-0.749433,-0.745342,19.912166,14.633019,0.054657,0.00054657,0,0.054657,-0.747198,0.01109,100,78.3072,0,7.8,42.4425,0,1.9,30.2995
291,44728.46727,290.224048,58228332,9.856457,0.252427,0.256646,10.439684,1.973181,-0.748267,-0.743798,19.912166,14.772584,0.056412,0.00056412,0,0.056412,-0.74611,0.01085,100,78.307,0,7.9,42.4425,0,1.9,30.2995
292,44728.46728,291.224048,58228333,9.964003,0.253354,0.2575,10.533197,1.973181,-0.747042,-0.742976,19.912166,14.933152,0.058027,0.00058027,0,0.058027,-0.744971,0.01048,100,78.3069,0,7.8,42.4425,0,1.9,30.2995
293,44728.46729,292.224048,58228334,10.008125,0.254196,0.258358,10.59979,1.976139,-0.746329,-0.742187,19.912166,14.989333,0.059105,0.00059105,0,0.059105,-0.744204,0.01028,100,78.3067,0,7.8,42.4425,0,1.9,30.2995
294,44728.4673,293.224048,58228335,10.122846,0.255435,0.25961,10.688769,1.978112,-0.745257,-0.740839,19.912166,15.114005,0.060704,0.00060704,0,0.060704,-0.743134,0.01019,100,78.3066,0,7.8,42.4425,0,1.9,30.2995
295,44728.46732,294.224048,58228336,10.194444,0.256296,0.260563,10.770148,1.979098,-0.744185,-0.739656,19.912166,15.219548,0.06213,0.0006213,0,0.06213,-0.742057,0.01016,100,78.3064,0,7.8,42.4425,0,1.9,30.2995
296,44728.46733,295.224048,58228337,10.285882,0.257341,0.261562,10.865269,1.978112,-0.743066,-0.738999,19.912166,15.347805,0.06354,0.0006354,0,0.06354,-0.741046,0.00996,100,78.3062,0,7.8,42.4425,0,1.9,30.2995
297,44728.46734,296.224048,58228338,10.35197,0.258303,0.262503,10.894612,1.978112,-0.74232,-0.738374,19.912166,15.441911,0.064799,0.00064799,0,0.064799,-0.740231,0.00987,100,78.3061,0,7.8,42.4425,0,1.9,30.2995
298,44728.46735,297.224048,58228339,10.435908,0.25931,0.26349,11.012572,1.98107,-0.741098,-0.736961,19.912166,15.567127,0.066322,0.00066322,0,0.066322,-0.739086,0.01004,100,78.3059,0,7.8,42.4425,0,1.9,30.2995
299,44728.46736,298.224048,58228340,10.501805,0.260271,0.264551,11.096453,1.982056,-0.740095,-0.735777,19.912166,15.637971,0.067555,0.00067555,0,0.067555,-0.73819,0.01004,100,78.3057,0,7.8,42.4425,0,1.9,30.2995
300,44728.46737,299.224048,58228341,10.595015,0.261528,0.265645,11.108883,1.98107,-0.739112,-0.735416,19.912166,15.809749,0.069439,0.00069439,0,0.069439,-0.737137,0.01004,100,78.3056,0,7.8,42.4425,0,1.9,30.2995
301,44728.46738,300.224048,58228342,10.654122,0.262353,0.266517,11.135003,1.983042,-0.738682,-0.734693,19.912166,15.783996,0.069989,0.00069989,0,0.069989,-0.736722,0.00941,100,78.3054,0,7.8,42.4425,0,1.9,30.2995
302,44728.4674,301.224048,58228343,10.750352,0.263336,0.267452,11.331432,1.984028,-0.737189,-0.732918,19.912166,16.00104,0.071825,0.00071825,0,0.071825,-0.735209,0.00952,100,78.3053,0,7.8,42.4425,0,1.9,30.2995
303,44728.46741,302.224048,58228344,10.814497,0.264417,0.268475,11.396063,1.984028,-0.736298,-0.7318,19.912166,16.105882,0.073271,0.00073271,0,0.073271,-0.734214,0.00952,100,78.3052,0,7.8,42.4425,0,1.9,30.2995
304,44728.46742,303.224048,58228345,10.9219,0.265574,0.269644,11.490477,1.986,-0.735161,-0.731044,19.912166,16.246472,0.074979,0.00074979,0,0.074979,-0.733042,0.00952,100,78.305,0,7.8,42.4425,0,1.9,30.2995
305,44728.46743,304.224048,58228346,10.959133,0.266532,0.270568,11.497193,1.986,-0.734262,-0.730452,19.912166,16.290062,0.076145,0.00076145,0,0.076145,-0.732288,0.00952,100,78.3049,0,7.8,42.4425,0,1.9,30.2995
306,44728.46744,305.224048,58228347,11.055682,0.26746,0.271611,11.639657,1.988959,-0.73316,-0.728907,19.912166,16.475472,0.077968,0.00077968,0,0.077968,-0.730972,0.00952,100,78.3047,0,7.8,42.4425,0,1.9,30.2995
307,44728.46745,306.224048,58228348,11.157137,0.268533,0.272664,11.697386,1.986987,-0.732207,-0.727954,19.912166,16.558758,0.079298,0.00079298,0,0.079298,-0.73005,0.0092,100,78.3045,0,7.8,42.4425,0,1.9,30.2995
308,44728.46747,307.224048,58228349,11.208857,0.269273,0.273505,11.796425,1.989945,-0.731304,-0.726935,19.912166,16.680256,0.08052,0.0008052,0,0.08052,-0.72919,0.00915,100,78.3045,0,7.8,42.4425,0,1.9,30.2995
309,44728.46748,308.224048,58228350,11.322118,0.270437,0.274521,11.854298,1.990931,-0.730143,-0.726377,19.912166,16.828688,0.082131,0.00082131,0,0.082131,-0.728015,0.00894,100,78.3043,0,7.8,42.4425,0,1.9,30.2995
310,44728.46749,309.224048,58228351,11.382471,0.271351,0.275437,11.97774,1.991917,-0.729128,-0.724996,19.912166,16.924473,0.083381,0.00083381,0,0.083381,-0.727253,0.00886,100,78.3042,0,7.8,42.4425,0,1.9,30.2995
311,44728.4675,310.224048,58228352,11.460046,0.272266,0.276528,12.041928,1.992903,-0.728256,-0.724076,19.912166,17.030477,0.084782,0.00084782,0,0.084782,-0.726243,0.00868,100,78.304,0,7.8,42.4425,0,1.9,30.2995
312,44728.46751,311.224048,58228353,11.553565,0.273206,0.277519,12.127382,1.992903,-0.727316,-0.723155,19.912166,17.144614,0.08614,0.0008614,0,0.08614,-0.725187,0.00848,100,78.3039,0,7.8,42.4425,0,1.9,30.2995
313,44728.46752,312.224048,58228354,11.640835,0.274371,0.27859,12.220641,1.994875,-0.726266,-0.721906,19.912166,17.25627,0.087616,0.00087616,0,0.087616,-0.724061,0.00842,100,78.3037,0,7.8,42.4425,0,1.9,30.2995
314,44728.46754,313.224048,58228355,11.671053,0.275189,0.279144,12.316994,1.995861,-0.725131,-0.72069,19.912166,17.371094,0.089051,0.00089051,0,0.089051,-0.723111,0.00834,100,78.3036,0,7.8,42.4425,0,1.9,30.2995
315,44728.46755,314.224048,58228356,11.824965,0.276458,0.280604,12.390235,1.995861,-0.724123,-0.719868,19.912166,17.532108,0.090786,0.00090786,0,0.090786,-0.721989,0.00836,100,78.3035,0,7.8,42.4425,0,1.9,30.2995
316,44728.46756,315.224048,58228357,11.917255,0.277635,0.281846,12.466148,1.995861,-0.722979,-0.718586,19.912166,17.673913,0.09247,0.0009247,0,0.09247,-0.72083,0.00834,100,78.3033,0,7.8,42.4425,0,1.9,30.2995
317,44728.46757,316.224048,58228358,11.967523,0.278364,0.282601,12.549195,1.99882,-0.722244,-0.71806,19.912166,17.755842,0.093492,0.00093492,0,0.093492,-0.720146,0.0081,100,78.3032,0,7.8,42.4425,0,1.9,30.2995
318,44728.46758,317.224048,58228359,12.072535,0.279536,0.283819,12.655441,1.999806,-0.721152,-0.716811,19.912166,17.903762,0.095088,0.00095088,0,0.095088,-0.719029,0.00796,100,78.3031,0,7.8,42.4425,0,1.9,30.2995
319,44728.46759,318.224048,58228360,12.167438,0.280599,0.284798,12.729608,2.001778,-0.720148,-0.715858,19.912166,18.018469,0.096348,0.00096348,0,0.096348,-0.718147,0.00784,100,78.303,0,7.8,42.4425,0,1.9,30.2995
320,44728.4676,319.224048,58228361,12.232141,0.281568,0.285767,12.824652,2.001778,-0.719166,-0.714708,19.912166,18.123205,0.097822,0.00097822,0,0.097822,-0.717107,0.0079,100,78.3029,0,7.8,42.4425,0,1.9,30.2995
321,44728.46762,320.224048,58228362,12.309752,0.28258,0.286836,12.904487,2.002764,-0.718148,-0.713787,19.912166,18.237308,0.09932,0.0009932,0,0.09932,-0.716066,0.00781,100,78.3027,0,7.8,42.4425,0,1.9,30.2995
322,44728.46763,321.224048,58228363,12.392662,0.283471,0.287688,12.979043,2.005722,-0.717289,-0.71267,19.912166,18.336195,0.100567,0.00100567,0,0.100567,-0.715123,0.00773,100,78.3026,0,7.8,42.4425,0,1.9,30.2995
323,44728.46764,322.224048,58228364,12.479647,0.284358,0.288528,13.070486,2.004736,-0.716205,-0.711914,19.912166,18.483579,0.102062,0.00102062,0,0.102062,-0.714051,0.0075,100,78.3025,0,7.8,42.4425,0,1.9,30.2995
324,44728.46765,323.224048,58228365,12.581171,0.285583,0.289708,13.143819,2.006708,-0.7152,-0.710829,19.912166,18.608425,0.103555,0.00103555,0,0.103555,-0.713103,0.00744,100,78.3024,0,7.8,42.4425,0,1.9,30.2995
325,44728.46766,324.224048,58228366,12.669956,0.286475,0.290722,13.256578,2.006708,-0.714114,-0.709744,19.912166,18.738312,0.105041,0.00105041,0,0.105041,-0.712017,0.00723,100,78.3022,0,7.8,42.4425,0,1.9,30.2995
326,44728.46767,325.224048,58228367,12.751509,0.28747,0.291589,13.349003,2.007695,-0.713005,-0.708923,19.912166,18.849437,0.106398,0.00106398,0,0.106398,-0.711112,0.00735,100,78.3021,0,7.9,42.4425,0,1.9,30.2995
327,44728.46769,326.224048,58228368,12.820198,0.288299,0.292554,13.379884,2.008681,-0.712403,-0.708101,19.912166,18.908114,0.107578,0.00107578,0,0.107578,-0.710333,0.00744,100,78.302,0,7.8,42.4425,0,1.9,30.2995
328,44728.4677,327.224048,58228369,12.933071,0.28933,0.293742,13.499292,2.009667,-0.711174,-0.70672,19.912166,19.106712,0.109379,0.00109379,0,0.109379,-0.709025,0.00752,100,78.3018,0,7.8,42.4425,0,1.9,30.2995
329,44728.46771,328.224048,58228370,12.992048,0.290238,0.294487,13.576962,2.010653,-0.710266,-0.705899,19.912166,19.188368,0.110418,0.00110418,0,0.110418,-0.708235,0.00767,100,78.3017,0,7.8,42.4425,0,1.9,30.2995
330,44728.46772,329.224048,58228371,13.052577,0.291354,0.295418,13.666755,2.012625,-0.709261,-0.704814,19.912166,19.282326,0.111777,0.00111777,0,0.111777,-0.707239,0.00758,100,78.3016,0,7.8,42.4425,0,1.9,30.2995
331,44728.46773,330.224048,58228372,13.153592,0.292323,0.296536,13.758917,2.012625,-0.708212,-0.703795,19.912166,19.436957,0.113378,0.00113378,0,0.113378,-0.706187,0.0077,100,78.3014,0,7.9,42.4425,0,1.9,30.2995
332,44728.46774,331.224048,58228373,13.250634,0.293517,0.297692,13.834114,2.014597,-0.707225,-0.703006,19.912166,19.564725,0.115008,0.00115008,0,0.115008,-0.705072,0.0077,100,78.3014,0,7.8,42.4425,0,1.9,30.2995
333,44728.46776,332.224048,58228374,13.314466,0.294491,0.298763,13.91436,2.015583,-0.706344,-0.70179,19.912166,19.642141,0.11618,0.0011618,0,0.11618,-0.704177,0.00779,100,78.3012,0,7.8,42.4425,0,1.9,30.2995
334,44728.46777,333.224048,58228375,13.449301,0.295671,0.299854,14.012145,2.015583,-0.705119,-0.700902,19.912166,19.831487,0.117967,0.00117967,0,0.117967,-0.70299,0.00773,100,78.3011,0,7.8,42.4425,0,1.9,30.2995
335,44728.46778,334.224048,58228376,13.483081,0.296331,0.300486,14.085726,2.017556,-0.704324,-0.699949,19.912166,19.925742,0.119132,0.00119132,0,0.119132,-0.702161,0.00732,100,78.3011,0,7.8,42.4425,0,1.9,30.2995
336,44728.46779,335.224048,58228377,13.598118,0.297428,0.301658,14.206079,2.017556,-0.703048,-0.698733,19.912166,20.091834,0.120852,0.00120852,0,0.120852,-0.700952,0.00695,100,78.301,0,7.8,42.4425,0,1.9,30.2995
337,44728.4678,336.224048,58228378,13.623724,0.298272,0.302218,14.237565,2.019528,-0.702517,-0.698207,19.912166,20.095432,0.121511,0.00121511,0,0.121511,-0.700533,0.00686,100,78.3008,0,7.8,42.4425,0,1.9,30.2995
338,44728.46781,337.224048,58228379,13.779349,0.299409,0.303565,14.350563,2.0215,-0.701244,-0.696859,19.912166,20.301866,0.123619,0.00123619,0,0.123619,-0.699043,0.00668,100,78.3008,0,7.9,42.4425,0,1.9,30.2995
339,44728.46782,338.224048,58228380,13.831485,0.300302,0.304408,14.410606,2.0215,-0.700316,-0.696235,19.912166,20.428753,0.124823,0.00124823,0,0.124823,-0.698214,0.00651,100,78.3006,0,7.8,42.4425,0,1.9,30.2995
340,44728.46784,339.224048,58228381,13.960323,0.301408,0.305669,14.540678,2.023472,-0.699203,-0.694953,19.912166,20.555684,0.126396,0.00126396,0,0.126396,-0.697113,0.00625,100,78.3006,0,7.9,42.4425,0,1.9,30.2995
341,44728.46785,340.224048,58228382,14.063544,0.302595,0.306636,14.571197,2.023472,-0.698066,-0.694361,19.912166,20.637318,0.127758,0.00127758,0,0.127758,-0.69616,0.00593,100,78.3005,0,7.8,42.4425,0,1.9,30.2995
342,44728.46786,341.224048,58228383,14.155097,0.303599,0.307765,14.752078,2.024458,-0.696875,-0.692685,19.912166,20.851138,0.129545,0.00129545,0,0.129545,-0.694679,0.00558,100,78.3004,0,7.8,42.4425,0,1.9,30.2995
343,44728.46787,342.224048,58228384,14.232896,0.304707,0.308782,14.810443,2.024458,-0.695901,-0.691732,19.912166,20.975801,0.131003,0.00131003,0,0.131003,-0.693928,0.00535,100,78.3003,0,7.8,42.4425,0,1.9,30.2995
344,44728.46788,343.224048,58228385,14.320443,0.305674,0.309697,14.894775,2.027417,-0.694955,-0.690877,19.912166,21.094484,0.13235,0.0013235,0,0.13235,-0.692945,0.00532,100,78.3002,0,7.8,42.4425,0,1.9,30.2995
345,44728.46789,344.224048,58228386,14.402726,0.306656,0.310741,14.9861,2.028403,-0.694017,-0.689891,19.912166,21.183406,0.133783,0.00133783,0,0.133783,-0.691912,0.00567,100,78.3001,0,7.8,42.4425,0,1.9,30.2995
346,44728.46791,345.224048,58228387,14.47185,0.307457,0.311654,15.071176,2.027417,-0.693191,-0.688905,19.912166,21.31382,0.134973,0.00134973,0,0.134973,-0.691109,0.00553,100,78.3,0,7.8,42.4425,0,1.9,30.2995
