Index,Date,Time,Counter,Lvdt1,Lvdt2,Force(kN),Potm,LVDT1,LVDT2,Stress [MPa],Strain Ax. [%],Strain Ax [-],Strain Rad. [%],Gemidd,IFlow,IPress,IVol,FlowA,PressA,VolA,FlowB,PressB,VolB
6614,44677.69108,6613.568248,78261240,0.760104,0.776869,54.182787,23.874538,-0.240621,-0.223994,76.6652,0.685271,0.00685271,0,-0.232202,0.01158,300,66.0394,0,0,0,0,0,0
6615,44677.69109,6614.568248,78261241,0.759603,0.776451,54.121717,23.873552,-0.241084,-0.224224,76.567906,0.68466,0.0068466,0,-0.232607,0.01175,300,66.0393,0,0,0,0,0,0
6616,44677.6911,6615.568248,78261242,0.759193,0.776039,54.05731,23.875524,-0.2415,-0.224421,76.476586,0.684043,0.00684043,0,-0.232988,0.01181,300,66.0392,0,0,0,0,0,0
6617,44677.69111,6616.568248,78261243,0.758789,0.775648,54.001786,23.873552,-0.241874,-0.22498,76.399424,0.683436,0.00683436,0,-0.23341,0.01187,300,66.039,0,0,0,0,0,0
6618,44677.69112,6617.568248,78261244,0.758472,0.775291,53.952093,23.873552,-0.242211,-0.225342,76.331125,0.682984,0.00682984,0,-0.233817,0.01123,300,66.0389,0,0,0,0,0,0
6619,44677.69113,6618.568248,78261245,0.758133,0.774975,53.89685,23.874538,-0.242575,-0.225769,76.25332,0.68246,0.0068246,0,-0.234174,0.0097,300,66.0388,0,0,0,0,0,0
6620,44677.69115,6619.568248,78261246,0.757788,0.774601,53.839739,23.872566,-0.242928,-0.226196,76.175261,0.681938,0.00681938,0,-0.234546,0.00938,300,66.0387,0,0,0,0,0,0
6621,44677.69116,6620.568248,78261247,0.757466,0.774246,53.778889,23.872566,-0.243315,-0.226492,76.093992,0.681343,0.00681343,0,-0.234912,0.00886,300,66.0385,0,0,0,0,0,0
6622,44677.69117,6621.568248,78261248,0.757122,0.773906,53.729584,23.872566,-0.243641,-0.226689,76.024132,0.680938,0.00680938,0,-0.23523,0.00822,300,66.0385,0,0,0,0,0,0
6623,44677.69118,6622.568248,78261249,0.756856,0.773578,53.682965,23.872566,-0.243957,-0.227182,75.952688,0.680501,0.00680501,0,-0.235476,0.00755,300,66.0384,0,0,0,0,0,0
6624,44677.69119,6623.568248,78261250,0.756443,0.773226,53.630747,23.873552,-0.244353,-0.227412,75.877295,0.680004,0.00680004,0,-0.235945,0.00695,300,66.0383,0,0,0,0,0,0
6625,44677.6912,6624.568248,78261251,0.756044,0.772876,53.569621,23.870594,-0.244712,-0.227807,75.797974,0.679376,0.00679376,0,-0.236295,0.00666,300,66.0382,0,0,0,0,0,0
6626,44677.69122,6625.568248,78261252,0.755693,0.772498,53.511857,23.872566,-0.245103,-0.228234,75.717879,0.678888,0.00678888,0,-0.236628,0.00663,300,66.038,0,0,0,0,0,0
6627,44677.69123,6626.568248,78261253,0.755321,0.772106,53.456729,23.869608,-0.245493,-0.228727,75.63221,0.678284,0.00678284,0,-0.237128,0.00648,300,66.0379,0,0,0,0,0,0
6628,44677.69124,6627.568248,78261254,0.754885,0.771709,53.389331,23.868622,-0.245898,-0.229155,75.537634,0.677798,0.00677798,0,-0.237394,0.00654,300,66.0378,0,0,0,0,0,0
6629,44677.69125,6628.568248,78261255,0.754432,0.771253,53.323307,23.869608,-0.246347,-0.22945,75.441801,0.677065,0.00677065,0,-0.237907,0.00668,300,66.0377,0,0,0,0,0,0
6630,44677.69126,6629.568248,78261256,0.75397,0.770848,53.271088,23.868622,-0.246745,-0.229746,75.356,0.676528,0.00676528,0,-0.238291,0.00671,300,66.0375,0,0,0,0,0,0
6631,44677.69127,6630.568248,78261257,0.753557,0.770427,53.18779,23.868622,-0.247194,-0.230272,75.255856,0.675867,0.00675867,0,-0.238761,0.0068,300,66.0374,0,0,0,0,0,0
6632,44677.69129,6631.568248,78261258,0.752209,0.769143,52.937972,23.867636,-0.248731,-0.231817,74.909827,0.673766,0.00673766,0,-0.240274,0.00697,300,66.0373,0,0,0,0,0,0
6633,44677.6913,6632.568248,78261259,0.750698,0.767719,52.707675,23.865663,-0.250106,-0.233099,74.584067,0.671937,0.00671937,0,-0.241552,0.00781,300,66.037,0,0,0,0,0,0
6634,44677.69131,6633.568248,78261260,0.749692,0.766735,52.562755,23.864677,-0.251041,-0.234019,74.373999,0.670514,0.00670514,0,-0.242599,0.00912,300,66.0367,0,0,0,0,0,0
6635,44677.69132,6634.568248,78261261,0.748901,0.765939,52.443976,23.863691,-0.251826,-0.23494,74.209463,0.669478,0.00669478,0,-0.243214,0.01025,300,66.0364,0,0,0,0,0,0
6636,44677.69133,6635.568248,78261262,0.748229,0.765328,52.36135,23.863691,-0.252423,-0.235466,74.084437,0.668576,0.00668576,0,-0.243773,0.0108,300,66.0362,0,0,0,0,0,0
6637,44677.69134,6636.568248,78261263,0.747824,0.764849,52.296953,23.862705,-0.252921,-0.235893,73.98374,0.667849,0.00667849,0,-0.244372,0.01117,300,66.0361,0,0,0,0,0,0
6638,44677.69135,6637.568248,78261264,0.747429,0.764455,52.238364,23.863691,-0.253306,-0.236287,73.915958,0.667223,0.00667223,0,-0.244822,0.01138,300,66.0359,0,0,0,0,0,0
6639,44677.69137,6638.568248,78261265,0.747033,0.764095,52.189617,23.863691,-0.253685,-0.23655,73.845589,0.666751,0.00666751,0,-0.245126,0.01146,300,66.0357,0,0,0,0,0,0
6640,44677.69138,6639.568248,78261266,0.746627,0.763737,52.136127,23.863691,-0.254016,-0.237043,73.77463,0.666289,0.00666289,0,-0.245496,0.01158,300,66.0356,0,0,0,0,0,0
6641,44677.69139,6640.568248,78261267,0.746265,0.76334,52.080545,23.861719,-0.254442,-0.237142,73.685903,0.665776,0.00665776,0,-0.245809,0.01143,300,66.0355,0,0,0,0,0,0
6642,44677.6914,6641.568248,78261268,0.745842,0.762943,52.018846,23.861719,-0.254848,-0.237832,73.592109,0.665102,0.00665102,0,-0.24628,0.01094,300,66.0354,0,0,0,0,0,0
6643,44677.69141,6642.568248,78261269,0.745379,0.762476,51.950235,23.860733,-0.255315,-0.237997,73.503728,0.66449,0.0066449,0,-0.246723,0.01033,300,66.0353,0,0,0,0,0,0
6644,44677.69142,6643.568248,78261270,0.745008,0.762096,51.890742,23.858761,-0.255722,-0.23849,73.413034,0.663852,0.00663852,0,-0.247156,0.00944,300,66.0352,0,0,0,0,0,0
6645,44677.69144,6644.568248,78261271,0.744637,0.761715,51.830434,23.858761,-0.256108,-0.239016,73.331641,0.663372,0.00663372,0,-0.247516,0.0086,300,66.035,0,0,0,0,0,0
6646,44677.69145,6645.568248,78261272,0.744315,0.761369,51.772517,23.859747,-0.256502,-0.239278,73.255309,0.662841,0.00662841,0,-0.247949,0.00831,300,66.0349,0,0,0,0,0,0
6647,44677.69146,6646.568248,78261273,0.743916,0.760982,51.717404,23.859747,-0.256896,-0.23964,73.168267,0.662245,0.00662245,0,-0.24828,0.00752,300,66.0348,0,0,0,0,0,0
6648,44677.69147,6647.568248,78261274,0.743537,0.760582,51.655729,23.857774,-0.257297,-0.240199,73.080155,0.661645,0.00661645,0,-0.248725,0.00706,300,66.0347,0,0,0,0,0,0
6649,44677.69148,6648.568248,78261275,0.743046,0.760186,51.587614,23.857774,-0.257689,-0.240495,72.994696,0.661173,0.00661173,0,-0.249134,0.00677,300,66.0346,0,0,0,0,0,0
6650,44677.69149,6649.568248,78261276,0.742696,0.759822,51.543372,23.856788,-0.258055,-0.24079,72.925497,0.66059,0.0066059,0,-0.249502,0.00645,300,66.0345,0,0,0,0,0,0
6651,44677.69151,6650.568248,78261277,0.74232,0.75942,51.486325,23.857774,-0.258465,-0.241349,72.840606,0.660023,0.00660023,0,-0.24988,0.00634,300,66.0345,0,0,0,0,0,0
6652,44677.69152,6651.568248,78261278,0.741973,0.75909,51.427087,23.857774,-0.258799,-0.241678,72.757245,0.65962,0.0065962,0,-0.250118,0.00666,300,66.0343,0,0,0,0,0,0
6653,44677.69153,6652.568248,78261279,0.741588,0.758731,51.374211,23.855802,-0.259192,-0.242007,72.682053,0.659012,0.00659012,0,-0.250544,0.0068,300,66.0342,0,0,0,0,0,0
6654,44677.69154,6653.568248,78261280,0.741222,0.75836,51.318584,23.856788,-0.259527,-0.242401,72.609682,0.658553,0.00658553,0,-0.250931,0.00671,300,66.0341,0,0,0,0,0,0
6655,44677.69155,6654.568248,78261281,0.740771,0.757966,51.255531,23.855802,-0.259904,-0.242763,72.527902,0.657969,0.00657969,0,-0.25123,0.00622,300,66.034,0,0,0,0,0,0
6656,44677.69156,6655.568248,78261282,0.740358,0.757583,51.206093,23.854816,-0.260308,-0.243157,72.446326,0.657387,0.00657387,0,-0.251647,0.00602,300,66.0339,0,0,0,0,0,0
6657,44677.69157,6656.568248,78261283,0.739952,0.757215,51.140682,23.854816,-0.260683,-0.243486,72.360277,0.656918,0.00656918,0,-0.252004,0.00628,300,66.0338,0,0,0,0,0,0
6658,44677.69159,6657.568248,78261284,0.739649,0.756819,51.083183,23.854816,-0.261099,-0.243815,72.27798,0.656382,0.00656382,0,-0.25237,0.0064,300,66.0337,0,0,0,0,0,0
6659,44677.6916,6658.568248,78261285,0.739249,0.756469,51.03092,23.85383,-0.261474,-0.244176,72.199676,0.655732,0.00655732,0,-0.252779,0.00628,300,66.0336,0,0,0,0,0,0
6660,44677.69161,6659.568248,78261286,0.738854,0.756058,50.971197,23.85383,-0.261849,-0.244669,72.120174,0.655201,0.00655201,0,-0.253199,0.00628,300,66.0335,0,0,0,0,0,0
6661,44677.69162,6660.568248,78261287,0.738301,0.755519,50.648701,23.851858,-0.263693,-0.246543,71.801198,0.653217,0.00653217,0,-0.254802,0.0064,300,66.0334,0,0,0,0,0,0
6662,44677.69163,6661.568248,78261288,0.733855,0.751104,50.191254,23.848899,-0.266832,-0.249534,70.991848,0.64816,0.0064816,0,-0.258118,0.00752,300,66.033,0,0,0,0,0,0
6663,44677.69164,6662.568248,78261289,0.733893,0.751212,50.241442,23.847913,-0.266782,-0.249435,71.073467,0.648241,0.00648241,0,-0.258079,0.00752,300,66.0325,0,0,0,0,0,0
6664,44677.69166,6663.568248,78261290,0.733931,0.751231,50.250084,23.846927,-0.266784,-0.249337,71.082363,0.648151,0.00648151,0,-0.258146,0.01065,300,66.0322,0,0,0,0,0,0
6665,44677.69167,6664.568248,78261291,0.733961,0.751214,50.234086,23.848899,-0.266807,-0.249337,71.0756,0.648138,0.00648138,0,-0.258195,0.01065,300,66.0321,0,0,0,0,0,0
6666,44677.69168,6665.568248,78261292,0.733724,0.750943,50.189658,23.848899,-0.267023,-0.249698,71.008643,0.647901,0.00647901,0,-0.258379,0.01065,300,66.0321,0,0,0,0,0,0
6667,44677.69169,6666.568248,78261293,0.733405,0.750638,50.147596,23.846927,-0.267316,-0.25006,70.950981,0.64738,0.0064738,0,-0.258731,0.01068,300,66.0321,0,0,0,0,0,0
6668,44677.6917,6667.568248,78261294,0.733032,0.750214,50.079354,23.847913,-0.267769,-0.250356,70.859295,0.646848,0.00646848,0,-0.259036,0.00996,300,66.032,0,0,0,0,0,0
6669,44677.69171,6668.568248,78261295,0.732666,0.749855,50.022249,23.846927,-0.268099,-0.250783,70.775986,0.646229,0.00646229,0,-0.259494,0.01042,300,66.0318,0,0,0,0,0,0
6670,44677.69173,6669.568248,78261296,0.73222,0.749425,49.961601,23.846927,-0.268559,-0.251276,70.684218,0.645678,0.00645678,0,-0.259877,0.01042,300,66.0317,0,0,0,0,0,0
6671,44677.69174,6670.568248,78261297,0.731824,0.749012,49.906302,23.845941,-0.268957,-0.251572,70.606085,0.644993,0.00644993,0,-0.260356,0.01077,300,66.0316,0,0,0,0,0,0
6672,44677.69175,6671.568248,78261298,0.731387,0.748604,49.84671,23.844955,-0.269333,-0.252065,70.528698,0.64458,0.0064458,0,-0.260639,0.01077,300,66.0315,0,0,0,0,0,0
6673,44677.69176,6672.568248,78261299,0.73092,0.748166,49.773963,23.845941,-0.269784,-0.252591,70.425065,0.643886,0.00643886,0,-0.261119,0.00695,300,66.0313,0,0,0,0,0,0
6674,44677.69177,6673.568248,78261300,0.73051,0.747718,49.720424,23.846927,-0.270146,-0.252887,70.34443,0.643317,0.00643317,0,-0.26153,0.00599,300,66.0313,0,0,0,0,0,0
6675,44677.69178,6674.568248,78261301,0.730153,0.747347,49.658696,23.844955,-0.270571,-0.253445,70.25837,0.642753,0.00642753,0,-0.261923,0.00587,300,66.0311,0,0,0,0,0,0
6676,44677.69179,6675.568248,78261302,0.729798,0.746952,49.603196,23.844955,-0.270954,-0.253708,70.185583,0.642088,0.00642088,0,-0.262466,0.00616,300,66.031,0,0,0,0,0,0
6677,44677.69181,6676.568248,78261303,0.72927,0.746465,49.524999,23.842983,-0.271445,-0.254333,70.070603,0.641462,0.00641462,0,-0.262801,0.00671,300,66.0309,0,0,0,0,0,0
6678,44677.69182,6677.568248,78261304,0.728809,0.746018,49.464196,23.844955,-0.27191,-0.25476,69.974703,0.640832,0.00640832,0,-0.263348,0.00735,300,66.0308,0,0,0,0,0,0
6679,44677.69183,6678.568248,78261305,0.728321,0.745546,49.392618,23.842983,-0.272352,-0.255253,69.880742,0.640158,0.00640158,0,-0.263769,0.00695,300,66.0307,0,0,0,0,0,0
6680,44677.69184,6679.568248,78261306,0.727931,0.745116,49.330034,23.842983,-0.2728,-0.255648,69.794845,0.639523,0.00639523,0,-0.264243,0.00706,300,66.0306,0,0,0,0,0,0
6681,44677.69185,6680.568248,78261307,0.727541,0.744705,49.26435,23.841997,-0.27321,-0.255976,69.706568,0.638936,0.00638936,0,-0.264597,0.00695,300,66.0304,0,0,0,0,0,0
6682,44677.69186,6681.568248,78261308,0.72718,0.744326,49.217258,23.841011,-0.273559,-0.256305,69.63039,0.638435,0.00638435,0,-0.264948,0.00695,300,66.0303,0,0,0,0,0,0
6683,44677.69188,6682.568248,78261309,0.72685,0.743953,49.161208,23.841997,-0.273936,-0.256831,69.554514,0.637892,0.00637892,0,-0.26539,0.00692,300,66.0302,0,0,0,0,0,0
6684,44677.69189,6683.568248,78261310,0.726492,0.743589,49.10513,23.840024,-0.274329,-0.257291,69.472919,0.637344,0.00637344,0,-0.265688,0.00668,300,66.0301,0,0,0,0,0,0
6685,44677.6919,6684.568248,78261311,0.726087,0.743177,49.048318,23.841011,-0.274744,-0.257554,69.392272,0.636751,0.00636751,0,-0.266141,0.00654,300,66.03,0,0,0,0,0,0
6686,44677.69191,6685.568248,78261312,0.725666,0.742793,48.990591,23.838052,-0.275076,-0.257883,69.320336,0.636201,0.00636201,0,-0.266519,0.00677,300,66.0299,0,0,0,0,0,0
6687,44677.69192,6686.568248,78261313,0.725226,0.742355,48.931661,23.841011,-0.275534,-0.258474,69.231161,0.63564,0.0063564,0,-0.266971,0.00692,300,66.0298,0,0,0,0,0,0
6688,44677.69193,6687.568248,78261314,0.724151,0.741196,48.722506,23.839038,-0.276799,-0.259658,68.943482,0.63383,0.0063383,0,-0.268175,0.0068,300,66.0296,0,0,0,0,0,0
6689,44677.69194,6688.568248,78261315,0.723063,0.740112,48.559027,23.839038,-0.277822,-0.260874,68.707676,0.632309,0.00632309,0,-0.269199,0.00729,300,66.0295,0,0,0,0,0,0
6690,44677.69196,6689.568248,78261316,0.722316,0.739281,48.446037,23.838052,-0.278604,-0.261466,68.549649,0.631181,0.00631181,0,-0.270025,0.00784,300,66.0292,0,0,0,0,0,0
6691,44677.69197,6690.568248,78261317,0.721616,0.738599,48.357841,23.837066,-0.279199,-0.262255,68.423422,0.630267,0.00630267,0,-0.270692,0.00845,300,66.029,0,0,0,0,0,0
6692,44677.69198,6691.568248,78261318,0.721066,0.738029,48.281764,23.83608,-0.279751,-0.262813,68.307399,0.629504,0.00629504,0,-0.271241,0.00868,300,66.0289,0,0,0,0,0,0
6693,44677.69199,6692.568248,78261319,0.720539,0.737534,48.211323,23.83608,-0.280207,-0.263241,68.219772,0.628841,0.00628841,0,-0.27166,0.009,300,66.0287,0,0,0,0,0,0
6694,44677.692,6693.568248,78261320,0.720094,0.737109,48.149432,23.835094,-0.280658,-0.263701,68.131909,0.628163,0.00628163,0,-0.272135,0.00949,300,66.0285,0,0,0,0,0,0
6695,44677.69201,6694.568248,78261321,0.719629,0.736692,48.093732,23.834108,-0.281036,-0.264095,68.045338,0.627573,0.00627573,0,-0.272395,0.00975,300,66.0284,0,0,0,0,0,0
6696,44677.69202,6695.568248,78261322,0.719313,0.736271,48.039179,23.835094,-0.281468,-0.264457,67.967629,0.627103,0.00627103,0,-0.272885,0.00987,300,66.0282,0,0,0,0,0,0
6697,44677.69204,6696.568248,78261323,0.718903,0.735871,47.986578,23.834108,-0.281873,-0.264818,67.886601,0.62648,0.0062648,0,-0.273307,0.00984,300,66.0281,0,0,0,0,0,0
6698,44677.69205,6697.568248,78261324,0.718487,0.735469,47.933133,23.833122,-0.282229,-0.26518,67.809183,0.625862,0.00625862,0,-0.273665,0.00975,300,66.028,0,0,0,0,0,0
6699,44677.69206,6698.568248,78261325,0.718108,0.73509,47.873988,23.832136,-0.282605,-0.265706,67.738716,0.625392,0.00625392,0,-0.274078,0.00932,300,66.0279,0,0,0,0,0,0
6700,44677.69207,6699.568248,78261326,0.717724,0.734707,47.820333,23.833122,-0.282986,-0.266002,67.656745,0.62483,0.0062483,0,-0.274471,0.0086,300,66.0278,0,0,0,0,0,0
6701,44677.69208,6700.568248,78261327,0.717362,0.734302,47.767326,23.832136,-0.283358,-0.266396,67.584162,0.624229,0.00624229,0,-0.274934,0.0079,300,66.0277,0,0,0,0,0,0
6702,44677.6921,6701.568248,78261328,0.717025,0.733926,47.718398,23.831149,-0.283711,-0.266889,67.515226,0.623774,0.00623774,0,-0.27521,0.00738,300,66.0276,0,0,0,0,0,0
6703,44677.69211,6702.568248,78261329,0.716695,0.733563,47.66556,23.832136,-0.284104,-0.267251,67.43603,0.623258,0.00623258,0,-0.275639,0.00706,300,66.0275,0,0,0,0,0,0
6704,44677.69212,6703.568248,78261330,0.716384,0.733186,47.614697,23.831149,-0.284435,-0.267415,67.364684,0.622653,0.00622653,0,-0.27604,0.00654,300,66.0275,0,0,0,0,0,0
6705,44677.69213,6704.568248,78261331,0.716048,0.732851,47.562595,23.831149,-0.284767,-0.267744,67.288271,0.622148,0.00622148,0,-0.276348,0.00642,300,66.0273,0,0,0,0,0,0
6706,44677.69214,6705.568248,78261332,0.715682,0.732426,47.504793,23.830163,-0.285177,-0.268434,67.203382,0.621578,0.00621578,0,-0.276787,0.00625,300,66.0272,0,0,0,0,0,0
6707,44677.69215,6706.568248,78261333,0.715167,0.731969,47.443566,23.828191,-0.285585,-0.268828,67.124349,0.620937,0.00620937,0,-0.277196,0.00616,300,66.0271,0,0,0,0,0,0
6708,44677.69216,6707.568248,78261334,0.714755,0.731557,47.379978,23.831149,-0.286005,-0.269026,67.040938,0.620355,0.00620355,0,-0.277577,0.00593,300,66.027,0,0,0,0,0,0
6709,44677.69218,6708.568248,78261335,0.714435,0.731175,47.330344,23.829177,-0.286394,-0.26965,66.96589,0.619819,0.00619819,0,-0.278046,0.00608,300,66.0269,0,0,0,0,0,0
6710,44677.69219,6709.568248,78261336,0.71404,0.730781,47.272453,23.829177,-0.286807,-0.269913,66.883135,0.619332,0.00619332,0,-0.278308,0.00608,300,66.0268,0,0,0,0,0,0
6711,44677.6922,6710.568248,78261337,0.713677,0.730381,47.215528,23.829177,-0.287198,-0.270406,66.806085,0.618711,0.00618711,0,-0.278754,0.00599,300,66.0267,0,0,0,0,0,0
6712,44677.69221,6711.568248,78261338,0.713273,0.729982,47.155627,23.829177,-0.287535,-0.270702,66.722714,0.618252,0.00618252,0,-0.279164,0.00596,300,66.0266,0,0,0,0,0,0
6713,44677.69222,6712.568248,78261339,0.712697,0.729427,47.037459,23.826219,-0.288321,-0.271721,66.578726,0.617155,0.00617155,0,-0.279908,0.00587,300,66.0266,0,0,0,0,0,0
6714,44677.69223,6713.568248,78261340,0.710879,0.72753,46.756712,23.824247,-0.290095,-0.273299,66.166579,0.614529,0.00614529,0,-0.281761,0.00631,300,66.0264,0,0,0,0,0,0
6715,44677.69225,6714.568248,78261341,0.709557,0.72615,46.576845,23.824247,-0.291327,-0.274646,65.90325,0.612687,0.00612687,0,-0.282971,0.00718,300,66.026,0,0,0,0,0,0
6716,44677.69226,6715.568248,78261342,0.708629,0.725211,46.444844,23.823261,-0.292176,-0.275797,65.716013,0.611406,0.00611406,0,-0.283911,0.00831,300,66.0258,0,0,0,0,0,0
6717,44677.69227,6716.568248,78261343,0.707893,0.724463,46.348213,23.822274,-0.292861,-0.276257,65.573139,0.610448,0.00610448,0,-0.284595,0.00935,300,66.0255,0,0,0,0,0,0
6718,44677.69228,6717.568248,78261344,0.707342,0.723898,46.285399,23.821288,-0.293364,-0.276816,65.479953,0.609719,0.00609719,0,-0.285049,0.01028,300,66.0253,0,0,0,0,0,0
6719,44677.69229,6718.568248,78261345,0.706961,0.723482,46.227173,23.822274,-0.293771,-0.277375,65.399839,0.609102,0.00609102,0,-0.285502,0.01045,300,66.0252,0,0,0,0,0,0
6720,44677.6923,6719.568248,78261346,0.706608,0.723081,46.176809,23.822274,-0.294135,-0.277605,65.331555,0.608505,0.00608505,0,-0.285899,0.01068,300,66.025,0,0,0,0,0,0
6721,44677.69232,6720.568248,78261347,0.706241,0.722656,46.122506,23.819316,-0.294536,-0.278032,65.254667,0.608005,0.00608005,0,-0.286247,0.01088,300,66.0249,0,0,0,0,0,0
6722,44677.69233,6721.568248,78261348,0.705776,0.722246,46.077709,23.820302,-0.294909,-0.278426,65.188914,0.607413,0.00607413,0,-0.286711,0.01085,300,66.0248,0,0,0,0,0,0
6723,44677.69234,6722.568248,78261349,0.705422,0.721872,46.017929,23.821288,-0.295317,-0.278722,65.116436,0.606904,0.00606904,0,-0.286989,0.01083,300,66.0247,0,0,0,0,0,0
6724,44677.69235,6723.568248,78261350,0.70501,0.721448,45.962857,23.819316,-0.295701,-0.279281,65.03466,0.60628,0.0060628,0,-0.287505,0.01071,300,66.0246,0,0,0,0,0,0
6725,44677.69236,6724.568248,78261351,0.704644,0.721042,45.912351,23.820302,-0.296088,-0.27984,64.960438,0.605763,0.00605763,0,-0.287818,0.00978,300,66.0245,0,0,0,0,0,0
6726,44677.69237,6725.568248,78261352,0.704301,0.72068,45.871141,23.819316,-0.296398,-0.280103,64.891878,0.605174,0.00605174,0,-0.288156,0.00851,300,66.0244,0,0,0,0,0,0
6727,44677.69238,6726.568248,78261353,0.703971,0.720288,45.81434,23.81833,-0.296778,-0.280432,64.811112,0.604676,0.00604676,0,-0.288579,0.00735,300,66.0243,0,0,0,0,0,0
6728,44677.6924,6727.568248,78261354,0.703674,0.719897,45.761914,23.81833,-0.297157,-0.280826,64.739217,0.60407,0.0060407,0,-0.289003,0.00663,300,66.0242,0,0,0,0,0,0
6729,44677.69241,6728.568248,78261355,0.70334,0.719531,45.708088,23.81833,-0.297527,-0.281319,64.671441,0.603578,0.00603578,0,-0.289418,0.00602,300,66.0242,0,0,0,0,0,0
6730,44677.69242,6729.568248,78261356,0.702894,0.719132,45.661292,23.819316,-0.297896,-0.281615,64.599154,0.603033,0.00603033,0,-0.289728,0.00573,300,66.0241,0,0,0,0,0,0
6731,44677.69243,6730.568248,78261357,0.702482,0.718713,45.60013,23.817344,-0.298288,-0.282206,64.5184,0.602503,0.00602503,0,-0.290121,0.00567,300,66.0239,0,0,0,0,0,0
6732,44677.69244,6731.568248,78261358,0.702182,0.718304,45.541941,23.81833,-0.298641,-0.282338,64.432404,0.601937,0.00601937,0,-0.290514,0.0059,300,66.0238,0,0,0,0,0,0
6733,44677.69245,6732.568248,78261359,0.701809,0.717947,45.493734,23.817344,-0.298973,-0.282667,64.368419,0.60143,0.0060143,0,-0.290851,0.00611,300,66.0237,0,0,0,0,0,0
6734,44677.69247,6733.568248,78261360,0.701531,0.717622,45.452346,23.816358,-0.299304,-0.283193,64.304062,0.600888,0.00600888,0,-0.291248,0.00564,300,66.0237,0,0,0,0,0,0
6735,44677.69248,6734.568248,78261361,0.701117,0.717193,45.398712,23.815372,-0.299704,-0.283554,64.230757,0.600331,0.00600331,0,-0.291639,0.00544,300,66.0236,0,0,0,0,0,0
6736,44677.69249,6735.568248,78261362,0.700647,0.716718,45.326184,23.817344,-0.300137,-0.284113,64.13907,0.599732,0.00599732,0,-0.29204,0.00547,300,66.0235,0,0,0,0,0,0
6737,44677.6925,6736.568248,78261363,0.700157,0.716243,45.271589,23.815372,-0.300557,-0.284409,64.049834,0.599114,0.00599114,0,-0.292472,0.00538,300,66.0234,0,0,0,0,0,0
6738,44677.69251,6737.568248,78261364,0.699727,0.715829,45.210997,23.814386,-0.300967,-0.285066,63.972778,0.598433,0.00598433,0,-0.292949,0.00538,300,66.0233,0,0,0,0,0,0
6739,44677.69252,6738.568248,78261365,0.699415,0.715399,45.16308,23.814386,-0.30136,-0.285395,63.897085,0.597831,0.00597831,0,-0.293382,0.00573,300,66.0232,0,0,0,0,0,0
6740,44677.69254,6739.568248,78261366,0.699001,0.714951,45.094557,23.814386,-0.301775,-0.285658,63.80586,0.597363,0.00597363,0,-0.293685,0.00584,300,66.0231,0,0,0,0,0,0
6741,44677.69255,6740.568248,78261367,0.698549,0.714469,45.039254,23.814386,-0.302178,-0.286118,63.71969,0.596682,0.00596682,0,-0.294175,0.00579,300,66.023,0,0,0,0,0,0
6742,44677.69256,6741.568248,78261368,0.698128,0.714044,44.977653,23.814386,-0.30258,-0.286545,63.638167,0.596081,0.00596081,0,-0.294595,0.00576,300,66.0229,0,0,0,0,0,0
6743,44677.69257,6742.568248,78261369,0.697781,0.713617,44.916892,23.812413,-0.302965,-0.287203,63.555848,0.595516,0.00595516,0,-0.29499,0.00561,300,66.0228,0,0,0,0,0,0
6744,44677.69258,6743.568248,78261370,0.697345,0.713161,44.858043,23.812413,-0.303363,-0.287433,63.478526,0.5949,0.005949,0,-0.295488,0.00584,300,66.0227,0,0,0,0,0,0
6745,44677.69259,6744.568248,78261371,0.697086,0.712803,44.819638,23.811427,-0.303689,-0.287992,63.411977,0.594425,0.00594425,0,-0.295755,0.00602,300,66.0226,0,0,0,0,0,0
6746,44677.6926,6745.568248,78261372,0.696756,0.712403,44.771843,23.812413,-0.304105,-0.288419,63.341385,0.593768,0.00593768,0,-0.296214,0.00579,300,66.0225,0,0,0,0,0,0
6747,44677.69262,6746.568248,78261373,0.696362,0.711964,44.712384,23.811427,-0.304479,-0.288879,63.256153,0.593205,0.00593205,0,-0.296569,0.00587,300,66.0224,0,0,0,0,0,0
6748,44677.69263,6747.568248,78261374,0.69589,0.711525,44.648378,23.810441,-0.304898,-0.289339,63.169892,0.592604,0.00592604,0,-0.297025,0.00576,300,66.0224,0,0,0,0,0,0
6749,44677.69264,6748.568248,78261375,0.695497,0.711066,44.589045,23.811427,-0.30531,-0.289799,63.082798,0.59194,0.0059194,0,-0.297421,0.00579,300,66.0222,0,0,0,0,0,0
6750,44677.69265,6749.568248,78261376,0.695134,0.710603,44.541282,23.810441,-0.305701,-0.290227,63.01191,0.591281,0.00591281,0,-0.297972,0.00599,300,66.0221,0,0,0,0,0,0
6751,44677.69266,6750.568248,78261377,0.694749,0.710229,44.482707,23.809455,-0.30604,-0.290391,62.945402,0.590834,0.00590834,0,-0.2983,0.00608,300,66.022,0,0,0,0,0,0
6752,44677.69267,6751.568248,78261378,0.693863,0.709231,44.242713,23.810441,-0.307577,-0.292232,62.668455,0.588777,0.00588777,0,-0.299819,0.00596,300,66.0219,0,0,0,0,0,0
6753,44677.69269,6752.568248,78261379,0.690117,0.705168,43.713332,23.806497,-0.311029,-0.295946,61.874447,0.583603,0.00583603,0,-0.30351,0.00683,300,66.0215,0,0,0,0,0,0
