Index,Date,Time,Counter,Lvdt1,Lvdt2,Force(kN),Potm,LVDT1,LVDT2,Stress [MPa],Strain Ax. [%],Strain Ax [-],Strain Rad. [%],Gemidd,IFlow,IPress,IVol,FlowA,PressA,VolA,FlowB,PressB,VolB
0,44677.61453,0,78254627,0.2834,0.299335,6.360051,23.399233,-0.7173,-0.701527,8.997269,0.003587,0.00003587,0,-0.709414,0.02525,80,70.1808,0,0,0,0,0,0
1,44677.61454,0.568248,78254627,0.28339,0.299387,6.325679,23.399233,-0.717322,-0.701264,8.963667,0.003463,0.00003463,0,-0.709431,0.02502,80,70.1805,0,0,0,0,0,0
2,44677.61455,1.568248,78254628,0.280993,0.297436,6.022352,23.398247,-0.720454,-0.704091,8.549066,-0.000219,-0.00000219,0,-0.712125,0.02421,80,70.1802,0,0,0,0,0,0
3,44677.61456,2.568248,78254629,0.283984,0.299673,6.290529,23.400219,-0.717364,-0.701823,9.032092,0.004513,0.00004513,0,-0.709218,0.02493,80,70.1796,0,0,0,0,0,0
4,44677.61457,3.568248,78254630,0.279949,0.296481,6.068134,23.397261,-0.720806,-0.703926,8.512797,-0.001273,-0.00001273,0,-0.712632,0.02452,80,70.1792,0,0,0,0,0,0
5,44677.61458,4.568248,78254631,0.284197,0.299916,6.316746,23.399233,-0.717098,-0.701428,9.021671,0.004316,0.00004316,0,-0.708981,0.02406,80,70.179,0,0,0,0,0,0
6,44677.6146,5.568248,78254632,0.281007,0.297303,6.152783,23.399233,-0.719732,-0.703236,8.675352,0.000348,0.00000348,0,-0.711498,0.0236,80,70.1785,0,0,0,0,0,0
7,44677.61461,6.568248,78254633,0.284479,0.300179,6.446674,23.399233,-0.716006,-0.700508,9.157306,0.005355,0.00005355,0,-0.70818,0.02374,80,70.1781,0,0,0,0,0,0
8,44677.61462,7.568248,78254634,0.281408,0.297669,6.01187,23.398247,-0.720661,-0.703959,8.544379,-0.000275,-0.00000275,0,-0.712095,0.0229,80,70.1779,0,0,0,0,0,0
9,44677.61463,8.568248,78254635,0.28288,0.298657,6.457211,23.401205,-0.716068,-0.700344,9.165632,0.005104,0.00005104,0,-0.708227,0.02345,80,70.1774,0,0,0,0,0,0
10,44677.61464,9.568248,78254636,0.281322,0.297608,6.256546,23.398247,-0.718639,-0.702447,8.800277,0.001301,0.00001301,0,-0.710719,0.02334,80,70.1771,0,0,0,0,0,0
11,44677.61465,10.568248,78254637,0.283647,0.299382,6.28205,23.398247,-0.717479,-0.70202,8.929678,0.003552,0.00003552,0,-0.709404,0.02357,80,70.1767,0,0,0,0,0,0
12,44677.61466,11.568248,78254638,0.280874,0.297213,6.025429,23.398247,-0.72054,-0.704124,8.544041,-0.000255,-0.00000255,0,-0.71203,0.02313,80,70.1763,0,0,0,0,0,0
13,44677.61468,12.568248,78254639,0.283563,0.299324,6.508416,23.402191,-0.715204,-0.699719,9.28507,0.006374,0.00006374,0,-0.70727,0.02261,80,70.176,0,0,0,0,0,0
14,44677.61469,13.568248,78254640,0.282623,0.298531,6.419902,23.401205,-0.716084,-0.700607,9.157982,0.005081,0.00005081,0,-0.708258,0.02232,80,70.1756,0,0,0,0,0,0
15,44677.6147,14.568248,78254641,0.280679,0.296969,6.336111,23.398247,-0.717889,-0.701527,8.831364,0.001537,0.00001537,0,-0.71042,0.02189,80,70.1752,0,0,0,0,0,0
16,44677.61471,15.568248,78254642,0.279899,0.296412,6.264141,23.397261,-0.718613,-0.702119,8.69333,0.000141,0.00000141,0,-0.7113,0.02235,80,70.1749,0,0,0,0,0,0
17,44677.61472,16.568248,78254643,0.281013,0.297326,5.993213,23.397261,-0.720845,-0.704485,8.516387,-0.000439,-0.00000439,0,-0.712334,0.02192,80,70.1746,0,0,0,0,0,0
18,44677.61473,17.568248,78254644,0.283983,0.299674,6.463365,23.401205,-0.716451,-0.700771,9.171408,0.004691,0.00004691,0,-0.708487,4.29872,82.7,70.1189,0,0,0,0,0,0
19,44677.61475,18.568248,78254645,0.28133,0.297567,6.315509,23.398247,-0.71874,-0.70248,8.895991,0.001238,0.00001238,0,-0.710775,3.3199,85.9,70.079,0,0,0,0,0,0
20,44677.61476,19.568248,78254646,0.281762,0.297841,6.457469,23.399233,-0.717136,-0.701494,9.116056,0.003339,0.00003339,0,-0.709265,2.00225,87.1,70.0418,0,0,0,0,0,0
21,44677.61477,20.568248,78254647,0.280925,0.297204,6.265897,23.397261,-0.719612,-0.703335,8.835765,0.000067,0.00000067,0,-0.711713,0.89325,88.3,70.02,0,0,0,0,0,0
22,44677.61478,21.568248,78254648,0.283904,0.299581,6.572998,23.400219,-0.716274,-0.700672,9.259872,0.004677,0.00004677,0,-0.708578,0.98638,89.2,70.0085,0,0,0,0,0,0
23,44677.61479,22.568248,78254649,0.288971,0.304383,7.016536,23.40515,-0.711022,-0.695413,9.88233,0.01198,0.0001198,0,-0.703353,1.06709,90,69.994,0,0,0,0,0,0
24,44677.6148,23.568248,78254650,0.293676,0.309032,7.386189,23.408108,-0.706344,-0.690713,10.406401,0.018399,0.00018399,0,-0.698836,0.56934,90,69.9845,0,0,0,0,0,0
25,44677.61482,24.568248,78254651,0.291181,0.307152,7.023834,23.408108,-0.709674,-0.693507,9.955738,0.014662,0.00014662,0,-0.701589,0.06428,90,69.9842,0,0,0,0,0,0
26,44677.61483,25.568248,78254652,0.292963,0.308563,7.295484,23.409094,-0.707032,-0.691502,10.284696,0.017651,0.00017651,0,-0.699398,0.06428,90,69.986,0,0,0,0,0,0
27,44677.61484,26.568248,78254653,0.29179,0.3076,6.999028,23.408108,-0.709754,-0.693638,9.850364,0.014494,0.00014494,0,-0.701693,-0.07066,90,69.987,0,0,0,0,0,0
28,44677.61485,27.568248,78254654,0.292253,0.307919,7.008036,23.409094,-0.709053,-0.693408,9.938692,0.015579,0.00015579,0,-0.701046,-0.07066,90,69.9863,0,0,0,0,0,0
29,44677.61486,28.568248,78254655,0.291139,0.307084,7.122954,23.407122,-0.708813,-0.692619,9.961134,0.014805,0.00014805,0,-0.701312,-0.07066,90,69.984,0,0,0,0,0,0
30,44677.61487,29.568248,78254656,0.292094,0.307995,7.066344,23.408108,-0.709071,-0.692849,9.912955,0.01537,0.0001537,0,-0.701068,0.50571,90,69.9817,0,0,0,0,0,0
31,44677.61488,30.568248,78254657,0.294123,0.310002,7.150172,23.41008,-0.70714,-0.69114,10.123678,0.018128,0.00018128,0,-0.699175,0.50571,90,69.9804,0,0,0,0,0,0
32,44677.6149,31.568248,78254658,0.294925,0.310524,7.468692,23.413039,-0.704594,-0.689004,10.54016,0.021099,0.00021099,0,-0.696849,0.50571,90,69.9799,0,0,0,0,0,0
33,44677.61491,32.568248,78254659,0.293896,0.309596,7.12133,23.41008,-0.707328,-0.691534,10.099202,0.017861,0.00017861,0,-0.699359,0.50571,90,69.9796,0,0,0,0,0,0
34,44677.61492,33.568248,78254660,0.295706,0.311123,7.513142,23.411066,-0.704009,-0.68851,10.632154,0.02199,0.0002199,0,-0.696379,0.50571,90,69.9792,0,0,0,0,0,0
35,44677.61493,34.568248,78254661,0.293499,0.309375,7.091925,23.41008,-0.707689,-0.691732,10.022564,0.017281,0.00017281,0,-0.699781,0.50571,90,69.9787,0,0,0,0,0,0
36,44677.61494,35.568248,78254662,0.296264,0.311651,7.396057,23.411066,-0.704381,-0.689168,10.594659,0.021938,0.00021938,0,-0.69658,0.04372,90,69.9779,0,0,0,0,0,0
37,44677.61495,36.568248,78254663,0.292661,0.308666,7.13118,23.408108,-0.708046,-0.69183,9.996315,0.016745,0.00016745,0,-0.700089,0.04954,90,69.9774,0,0,0,0,0,0
38,44677.61497,37.568248,78254664,0.296158,0.31128,7.295355,23.412052,-0.705333,-0.690088,10.356583,0.020552,0.00020552,0,-0.6975,0.05907,90,69.9767,0,0,0,0,0,0
39,44677.61498,38.568248,78254665,0.293135,0.308952,7.119483,23.41008,-0.707786,-0.691896,10.043748,0.01711,0.0001711,0,-0.699776,0.05143,90,69.9759,0,0,0,0,0,0
40,44677.61499,39.568248,78254666,0.296373,0.311681,7.426996,23.412052,-0.704414,-0.689168,10.522889,0.021622,0.00021622,0,-0.696693,0.05143,92,69.9605,0,0,0,0,0,0
41,44677.615,40.568248,78254667,0.29198,0.308038,7.067498,23.409094,-0.709175,-0.693047,9.920772,0.015294,0.00015294,0,-0.701089,0.05143,94.6,69.8879,0,0,0,0,0,0
42,44677.61501,41.568248,78254668,0.295665,0.310918,7.29448,23.411066,-0.706103,-0.690844,10.392792,0.019756,0.00019756,0,-0.698188,0.05143,96.9,69.8481,0,0,0,0,0,0
43,44677.61502,42.568248,78254669,0.300776,0.315901,8.04884,23.417969,-0.698728,-0.683646,11.323978,0.028712,0.00028712,0,-0.69146,0.05143,98.2,69.8312,0,0,0,0,0,0
44,44677.61504,43.568248,78254670,0.301311,0.316725,7.68751,23.415997,-0.70114,-0.685486,10.89786,0.026867,0.00026867,0,-0.693207,0.05143,98.8,69.8137,0,0,0,0,0,0
45,44677.61505,44.568248,78254671,0.303179,0.318211,7.866395,23.416983,-0.699199,-0.683843,11.2149,0.029847,0.00029847,0,-0.691182,0.05143,99.6,69.7984,0,0,0,0,0,0
46,44677.61506,45.568248,78254672,0.303342,0.318437,8.021561,23.417969,-0.697542,-0.682824,11.503357,0.032136,0.00032136,0,-0.689676,0.05143,100,69.7903,0,0,0,0,0,0
47,44677.61507,46.568248,78254673,0.300467,0.316077,8.068785,23.417969,-0.698024,-0.682462,11.263058,0.029329,0.00029329,0,-0.690902,0.00347,100,69.7852,0,0,0,0,0,0
48,44677.61508,47.568248,78254674,0.299917,0.315737,7.801599,23.416983,-0.700696,-0.684665,10.930952,0.02669,0.0002669,0,-0.692983,-0.10193,100,69.7869,0,0,0,0,0,0
49,44677.61509,48.568248,78254675,0.30142,0.316939,7.676281,23.416983,-0.701047,-0.685355,10.91639,0.027307,0.00027307,0,-0.692904,-0.05676,100,69.7876,0,0,0,0,0,0
50,44677.6151,49.568248,78254676,0.304033,0.31894,8.013653,23.417969,-0.697428,-0.682397,11.382534,0.031721,0.00031721,0,-0.689725,0.08571,100,69.7865,0,0,0,0,0,0
51,44677.61512,50.568248,78254677,0.300248,0.316011,7.663875,23.415997,-0.701057,-0.685191,10.864982,0.027094,0.00027094,0,-0.693031,0.12047,100,69.7841,0,0,0,0,0,0
52,44677.61513,51.568248,78254678,0.304104,0.319097,7.9402,23.418955,-0.69806,-0.683087,11.356536,0.031598,0.00031598,0,-0.690029,0.48298,100,69.7823,0,0,0,0,0,0
53,44677.61514,52.568248,78254679,0.30355,0.318477,8.094028,23.418955,-0.696507,-0.681871,11.577188,0.033023,0.00033023,0,-0.68881,0.28267,100,69.7801,0,0,0,0,0,0
54,44677.61515,53.568248,78254680,0.301122,0.316574,8.018208,23.417969,-0.69813,-0.682594,11.243471,0.02975,0.0002975,0,-0.690865,0.24131,100,69.7791,0,0,0,0,0,0
55,44677.61516,54.568248,78254681,0.302622,0.317753,7.8329,23.418955,-0.69915,-0.683646,11.125797,0.029575,0.00029575,0,-0.69122,0.15435,100,69.7791,0,0,0,0,0,0
56,44677.61517,55.568248,78254682,0.301793,0.317129,8.097303,23.419941,-0.697307,-0.682134,11.334886,0.03063,0.0003063,0,-0.690198,0.05846,100,69.7786,0,0,0,0,0,0
57,44677.61519,56.568248,78254683,0.301756,0.317245,7.774114,23.416983,-0.699791,-0.684172,11.033086,0.028796,0.00028796,0,-0.691839,0.04274,100,69.778,0,0,0,0,0,0
58,44677.6152,57.568248,78254684,0.300488,0.316216,7.735745,23.417969,-0.700261,-0.684599,10.985763,0.027879,0.00027879,0,-0.692397,0.05201,100,69.7774,0,0,0,0,0,0
59,44677.61521,58.568248,78254685,0.300471,0.31612,7.712813,23.416983,-0.700476,-0.684895,10.91311,0.027463,0.00027463,0,-0.692602,0.06709,100,69.7765,0,0,0,0,0,0
60,44677.61522,59.568248,78254686,0.300401,0.316055,7.781949,23.416983,-0.700428,-0.68473,11.005188,0.027633,0.00027633,0,-0.692509,0.06611,100,69.7756,0,0,0,0,0,0
61,44677.61523,60.568248,78254687,0.300367,0.316032,7.719229,23.416983,-0.700464,-0.684763,10.925906,0.027559,0.00027559,0,-0.69256,0.06032,100,69.775,0,0,0,0,0,0
62,44677.61524,61.568248,78254688,0.300887,0.316525,7.793438,23.416983,-0.699808,-0.684205,11.067164,0.028337,0.00028337,0,-0.692056,0.0465,100,69.7742,0,0,0,0,0,0
63,44677.61526,62.568248,78254689,0.300688,0.316257,7.772808,23.416983,-0.700023,-0.684566,10.995686,0.027965,0.00027965,0,-0.692292,0.04248,100,69.7734,0,0,0,0,0,0
64,44677.61527,63.568248,78254690,0.300801,0.316309,7.801312,23.417969,-0.69999,-0.684467,11.039554,0.028035,0.00028035,0,-0.692241,0.03663,100,69.7729,0,0,0,0,0,0
65,44677.61528,64.568248,78254691,0.300796,0.316319,7.776681,23.415997,-0.70003,-0.684467,11.024535,0.028032,0.00028032,0,-0.692229,0.0419,100,69.7721,0,0,0,0,0,0
66,44677.61529,65.568248,78254692,0.300105,0.315863,7.711888,23.417969,-0.700668,-0.684763,10.897532,0.027207,0.00027207,0,-0.692803,0.04257,100,69.7713,0,0,0,0,0,0
67,44677.6153,66.568248,78254693,0.300612,0.316247,7.825078,23.415997,-0.700064,-0.684336,11.070699,0.027957,0.00027957,0,-0.692187,0.04398,100,69.7708,0,0,0,0,0,0
68,44677.61531,67.568248,78254694,0.300487,0.316106,7.714342,23.415011,-0.700422,-0.68473,10.916992,0.027592,0.00027592,0,-0.69253,0.043,100,69.7701,0,0,0,0,0,0
69,44677.61532,68.568248,78254695,0.300371,0.316025,7.770319,23.416983,-0.700393,-0.684763,10.974238,0.02759,0.0002759,0,-0.692585,0.04251,100,69.7694,0,0,0,0,0,0
70,44677.61534,69.568248,78254696,0.300606,0.316242,7.783691,23.415997,-0.700206,-0.684665,11.022984,0.027841,0.00027841,0,-0.692396,0.04155,100,69.7689,0,0,0,0,0,0
71,44677.61535,70.568248,78254697,0.300635,0.316148,7.724673,23.416983,-0.700295,-0.684665,10.93418,0.02762,0.0002762,0,-0.692556,0.04019,100,69.7682,0,0,0,0,0,0
72,44677.61536,71.568248,78254698,0.300598,0.316067,7.724286,23.416983,-0.700305,-0.684895,10.9215,0.027637,0.00027637,0,-0.69251,0.03981,100,69.7675,0,0,0,0,0,0
73,44677.61537,72.568248,78254699,0.300554,0.316017,7.720653,23.415997,-0.700336,-0.684665,10.92055,0.027625,0.00027625,0,-0.692515,0.03926,100,69.7671,0,0,0,0,0,0
74,44677.61538,73.568248,78254700,0.30047,0.316022,7.726209,23.415997,-0.700346,-0.684763,10.926341,0.027643,0.00027643,0,-0.692469,0.03819,100,69.7664,0,0,0,0,0,0
75,44677.61539,74.568248,78254701,0.300503,0.316031,7.730068,23.415997,-0.700331,-0.684829,10.938972,0.027599,0.00027599,0,-0.692533,0.03782,100,69.7658,0,0,0,0,0,0
76,44677.61541,75.568248,78254702,0.300502,0.316048,7.746915,23.415997,-0.700315,-0.68473,10.955873,0.027577,0.00027577,0,-0.692579,0.03709,100,69.7654,0,0,0,0,0,0
77,44677.61542,76.568248,78254703,0.300515,0.316057,7.762359,23.416983,-0.700308,-0.684698,10.985209,0.027717,0.00027717,0,-0.692424,0.03567,100,69.7648,0,0,0,0,0,0
78,44677.61543,77.568248,78254704,0.300579,0.316107,7.779711,23.416983,-0.700233,-0.684599,11.009557,0.027788,0.00027788,0,-0.692452,0.0353,100,69.7642,0,0,0,0,0,0
79,44677.61544,78.568248,78254705,0.300588,0.316125,7.768158,23.417969,-0.700243,-0.684698,10.989623,0.027701,0.00027701,0,-0.692489,0.03451,100,69.7638,0,0,0,0,0,0
80,44677.61545,79.568248,78254706,0.30064,0.316288,7.827442,23.416983,-0.700023,-0.684435,11.065488,0.028035,0.00028035,0,-0.692138,0.0337,100,69.7632,0,0,0,0,0,0
81,44677.61546,80.568248,78254707,0.30141,0.316816,7.89077,23.416983,-0.699348,-0.683909,11.154524,0.028881,0.00028881,0,-0.69167,0.0333,100,69.7627,0,0,0,0,0,0
82,44677.61548,81.568248,78254708,0.301944,0.317269,7.936553,23.416983,-0.698804,-0.683547,11.217038,0.029601,0.00029601,0,-0.691177,0.03237,100,69.7623,0,0,0,0,0,0
83,44677.61549,82.568248,78254709,0.302368,0.317696,7.989678,23.416983,-0.698241,-0.683054,11.296997,0.030351,0.00030351,0,-0.690579,0.03104,100,69.7618,0,0,0,0,0,0
84,44677.6155,83.568248,78254710,0.3027,0.317937,8.008884,23.417969,-0.69796,-0.68289,11.327016,0.03062,0.0003062,0,-0.690418,0.03069,100,69.7613,0,0,0,0,0,0
85,44677.61551,84.568248,78254711,0.303646,0.318639,8.092545,23.416983,-0.697076,-0.682035,11.438667,0.031743,0.00031743,0,-0.68957,0.02982,100,69.761,0,0,0,0,0,0
86,44677.61552,85.568248,78254712,0.304205,0.319141,8.161618,23.418955,-0.696304,-0.681213,11.537039,0.032743,0.00032743,0,-0.688942,0.02858,100,69.7605,0,0,0,0,0,0
87,44677.61553,86.568248,78254713,0.304511,0.319417,8.143889,23.418955,-0.696279,-0.681378,11.510916,0.032936,0.00032936,0,-0.688797,0.02814,100,69.7601,0,0,0,0,0,0
88,44677.61554,87.568248,78254714,0.30528,0.320063,8.247202,23.420927,-0.695363,-0.68049,11.66189,0.034007,0.00034007,0,-0.68798,0.02768,100,69.7597,0,0,0,0,0,0
89,44677.61556,88.568248,78254715,0.306094,0.320863,8.281502,23.419941,-0.694711,-0.679964,11.72783,0.03504,0.0003504,0,-0.687324,0.02649,100,69.7593,0,0,0,0,0,0
90,44677.61557,89.568248,78254716,0.306112,0.32091,8.318658,23.419941,-0.694475,-0.67957,11.758209,0.035225,0.00035225,0,-0.687195,0.02617,100,69.7588,0,0,0,0,0,0
91,44677.61558,90.568248,78254717,0.306301,0.321008,8.384538,23.420927,-0.693812,-0.678945,11.783332,0.035761,0.00035761,0,-0.686701,0.02571,100,69.7585,0,0,0,0,0,0
92,44677.61559,91.568248,78254718,0.307532,0.322239,8.409519,23.4229,-0.693268,-0.678321,11.896687,0.03712,0.0003712,0,-0.685868,0.02499,100,69.7581,0,0,0,0,0,0
93,44677.6156,92.568248,78254719,0.307768,0.322528,8.395783,23.421914,-0.692998,-0.678321,11.912224,0.037558,0.00037558,0,-0.685533,0.02493,100,69.7576,0,0,0,0,0,0
94,44677.61561,93.568248,78254720,0.308475,0.32309,8.486877,23.423886,-0.692373,-0.677663,11.924066,0.038281,0.00038281,0,-0.685055,0.02473,100,69.7573,0,0,0,0,0,0
95,44677.61563,94.568248,78254721,0.309139,0.323807,8.574746,23.4229,-0.691497,-0.676842,12.128341,0.039611,0.00039611,0,-0.684076,0.02412,100,69.7569,0,0,0,0,0,0
96,44677.61564,95.568248,78254722,0.309604,0.324147,8.585867,23.423886,-0.691251,-0.676579,12.126428,0.039878,0.00039878,0,-0.684,0.02392,100,69.7565,0,0,0,0,0,0
97,44677.61565,96.568248,78254723,0.310262,0.324773,8.600763,23.424872,-0.690654,-0.676151,12.182462,0.040706,0.00040706,0,-0.683302,0.02377,100,69.7562,0,0,0,0,0,0
98,44677.61566,97.568248,78254724,0.310649,0.325126,8.648406,23.425858,-0.690235,-0.67556,12.234612,0.041374,0.00041374,0,-0.682868,0.02322,100,69.7558,0,0,0,0,0,0
99,44677.61567,98.568248,78254725,0.311204,0.325761,8.7362,23.425858,-0.689544,-0.675001,12.349627,0.042354,0.00042354,0,-0.682254,0.02316,100,69.7554,0,0,0,0,0,0
100,44677.61568,99.568248,78254726,0.311501,0.326056,8.745063,23.424872,-0.689286,-0.674607,12.364185,0.042736,0.00042736,0,-0.681937,0.02293,100,69.7551,0,0,0,0,0,0
101,44677.61569,100.568248,78254727,0.311735,0.326322,8.799647,23.42783,-0.688725,-0.674015,12.428158,0.043174,0.00043174,0,-0.681456,0.02244,100,69.7547,0,0,0,0,0,0
102,44677.61571,101.568248,78254728,0.312356,0.326931,8.846039,23.426844,-0.688272,-0.673588,12.49159,0.044087,0.00044087,0,-0.680958,0.02244,100,69.7544,0,0,0,0,0,0
103,44677.61572,102.568248,78254729,0.312904,0.32743,8.804785,23.42783,-0.68791,-0.673292,12.451774,0.044547,0.00044547,0,-0.680669,0.02203,100,69.7541,0,0,0,0,0,0
104,44677.61573,103.568248,78254730,0.313151,0.32768,8.891895,23.42783,-0.687569,-0.67293,12.583272,0.045111,0.00045111,0,-0.680274,0.02177,100,69.7536,0,0,0,0,0,0
105,44677.61574,104.568248,78254731,0.31382,0.328378,8.938923,23.428816,-0.686939,-0.672404,12.646773,0.046021,0.00046021,0,-0.679637,0.02174,100,69.7533,0,0,0,0,0,0
106,44677.61575,105.568248,78254732,0.314325,0.328823,8.988679,23.428816,-0.686409,-0.671878,12.709973,0.046747,0.00046747,0,-0.679129,0.02142,100,69.753,0,0,0,0,0,0
107,44677.61576,106.568248,78254733,0.31479,0.32939,9.018069,23.430789,-0.685905,-0.67132,12.754889,0.047506,0.00047506,0,-0.678593,0.02116,100,69.7526,0,0,0,0,0,0
108,44677.61578,107.568248,78254734,0.315295,0.329884,9.079697,23.430789,-0.68522,-0.670794,12.840347,0.048394,0.00048394,0,-0.677976,0.02079,100,69.7523,0,0,0,0,0,0
109,44677.61579,108.568248,78254735,0.315999,0.330491,9.129237,23.430789,-0.684669,-0.670169,12.914431,0.049218,0.00049218,0,-0.677374,0.02061,100,69.752,0,0,0,0,0,0
110,44677.6158,109.568248,78254736,0.316651,0.331082,9.185666,23.431775,-0.683973,-0.669413,12.990472,0.050133,0.00050133,0,-0.676759,0.02044,100,69.7517,0,0,0,0,0,0
111,44677.61581,110.568248,78254737,0.317289,0.331731,9.232832,23.431775,-0.683416,-0.669019,13.056351,0.050914,0.00050914,0,-0.676176,0.02009,100,69.7515,0,0,0,0,0,0
112,44677.61582,111.568248,78254738,0.317874,0.332265,9.270223,23.432761,-0.682881,-0.668427,13.119746,0.051771,0.00051771,0,-0.675587,0.01977,100,69.7511,0,0,0,0,0,0
113,44677.61583,112.568248,78254739,0.318313,0.332784,9.317932,23.430789,-0.68233,-0.667737,13.186985,0.052467,0.00052467,0,-0.675125,0.01966,100,69.7508,0,0,0,0,0,0
114,44677.61585,113.568248,78254740,0.31836,0.332738,9.187902,23.432761,-0.682762,-0.668394,13.019829,0.052103,0.00052103,0,-0.675395,0.01914,100,69.7505,0,0,0,0,0,0
115,44677.61586,114.568248,78254741,0.319071,0.333456,9.322196,23.433747,-0.681845,-0.667342,13.169739,0.053299,0.00053299,0,-0.674671,0.01914,100,69.7502,0,0,0,0,0,0
116,44677.61587,115.568248,78254742,0.319849,0.334185,9.433486,23.434733,-0.680704,-0.666455,13.383619,0.054789,0.00054789,0,-0.6735,0.01899,100,69.7498,0,0,0,0,0,0
117,44677.61588,116.568248,78254743,0.320456,0.334716,9.422257,23.434733,-0.68027,-0.665995,13.417237,0.05544,0.0005544,0,-0.672998,0.0187,100,69.7496,0,0,0,0,0,0
118,44677.61589,117.568248,78254744,0.320996,0.335244,9.457373,23.434733,-0.679879,-0.6656,13.378197,0.055895,0.00055895,0,-0.672738,0.01879,100,69.7493,0,0,0,0,0,0
119,44677.6159,118.568248,78254745,0.321536,0.33575,9.523001,23.434733,-0.679276,-0.665041,13.473707,0.05678,0.0005678,0,-0.672106,0.01859,100,69.7489,0,0,0,0,0,0
120,44677.61591,119.568248,78254746,0.321837,0.336134,9.577046,23.435719,-0.678957,-0.664713,13.542792,0.057207,0.00057207,0,-0.671798,0.01824,100,69.7487,0,0,0,0,0,0
121,44677.61593,120.568248,78254747,0.322435,0.336651,9.61994,23.435719,-0.678402,-0.664055,13.605862,0.058015,0.00058015,0,-0.671223,0.01792,100,69.7485,0,0,0,0,0,0
122,44677.61594,121.568248,78254748,0.322957,0.337136,9.691553,23.438677,-0.67779,-0.663529,13.698236,0.058831,0.00058831,0,-0.670621,0.01769,100,69.7481,0,0,0,0,0,0
123,44677.61595,122.568248,78254749,0.323033,0.337306,9.604913,23.438677,-0.677875,-0.663464,13.593429,0.058942,0.00058942,0,-0.670575,0.01757,100,69.7479,0,0,0,0,0,0
124,44677.61596,123.568248,78254750,0.323184,0.337452,9.743822,23.436705,-0.677139,-0.663003,13.771293,0.059539,0.00059539,0,-0.670102,0.01801,100,69.7475,0,0,0,0,0,0
125,44677.61597,124.568248,78254751,0.323735,0.338035,9.769344,23.438677,-0.676845,-0.662478,13.806672,0.060132,0.00060132,0,-0.669759,0.01752,100,69.7472,0,0,0,0,0,0
126,44677.61598,125.568248,78254752,0.324594,0.338874,9.831862,23.438677,-0.676061,-0.661886,13.910145,0.061229,0.00061229,0,-0.66891,0.01743,100,69.747,0,0,0,0,0,0
127,44677.616,126.568248,78254753,0.32546,0.339651,9.901845,23.438677,-0.675178,-0.6609,14.019531,0.062586,0.00062586,0,-0.66811,0.01717,100,69.7467,0,0,0,0,0,0
128,44677.61601,127.568248,78254754,0.325573,0.339794,9.893982,23.439664,-0.675191,-0.661031,13.975229,0.062579,0.00062579,0,-0.668047,0.01685,100,69.7464,0,0,0,0,0,0
129,44677.61602,128.568248,78254755,0.326478,0.340687,9.962311,23.438677,-0.674296,-0.660111,14.101267,0.063879,0.00063879,0,-0.667053,0.01673,100,69.7462,0,0,0,0,0,0
130,44677.61603,129.568248,78254756,0.327015,0.341168,10.026744,23.44065,-0.673734,-0.659552,14.176974,0.064594,0.00064594,0,-0.666647,0.01665,100,69.7459,0,0,0,0,0,0
131,44677.61604,130.568248,78254757,0.327256,0.34143,10.051651,23.443608,-0.673458,-0.659191,14.219406,0.064965,0.00064965,0,-0.666376,0.0167,100,69.7456,0,0,0,0,0,0
132,44677.61605,131.568248,78254758,0.327895,0.341916,10.09787,23.441636,-0.672923,-0.658796,14.287225,0.065772,0.00065772,0,-0.665806,0.01653,100,69.7454,0,0,0,0,0,0
133,44677.61607,132.568248,78254759,0.328442,0.342497,10.145396,23.443608,-0.672332,-0.658369,14.355874,0.066555,0.00066555,0,-0.665264,0.01627,100,69.7452,0,0,0,0,0,0
134,44677.61608,133.568248,78254760,0.3286,0.342716,10.154558,23.441636,-0.672152,-0.657843,14.361541,0.066814,0.00066814,0,-0.665082,0.01569,100,69.7449,0,0,0,0,0,0
135,44677.61609,134.568248,78254761,0.329477,0.343655,10.197834,23.443608,-0.671315,-0.657054,14.437791,0.068113,0.00068113,0,-0.664219,0.0156,100,69.7447,0,0,0,0,0,0
136,44677.6161,135.568248,78254762,0.329508,0.343687,10.222128,23.444594,-0.671262,-0.657087,14.448196,0.068097,0.00068097,0,-0.664145,0.01575,100,69.7443,0,0,0,0,0,0
137,44677.61611,136.568248,78254763,0.330033,0.344186,10.260634,23.443608,-0.670745,-0.656627,14.519836,0.068936,0.00068936,0,-0.663597,0.01598,100,69.744,0,0,0,0,0,0
138,44677.61612,137.568248,78254764,0.330452,0.344556,10.32476,23.44558,-0.670187,-0.655871,14.589061,0.069477,0.00069477,0,-0.663218,0.01584,100,69.7439,0,0,0,0,0,0
139,44677.61613,138.568248,78254765,0.331021,0.345133,10.356878,23.443608,-0.669743,-0.655575,14.657002,0.070269,0.00070269,0,-0.662777,0.01584,100,69.7436,0,0,0,0,0,0
140,44677.61615,139.568248,78254766,0.331495,0.345577,10.401562,23.44558,-0.669265,-0.655148,14.710103,0.070857,0.00070857,0,-0.662252,0.01558,100,69.7433,0,0,0,0,0,0
141,44677.61616,140.568248,78254767,0.331936,0.346128,10.457648,23.444594,-0.668666,-0.654392,14.784929,0.071799,0.00071799,0,-0.661691,0.01558,100,69.7431,0,0,0,0,0,0
