Index,Date,Time,Counter,FbLoad,Lvdt1,Lvdt2,Force(kN),Potm,LVDT1,LVDT2,Chain,Stress [MPa],Strain Ax. [%],Strain Ax [-],Strain Rad. [%],Strain Vol. [%],Gemidd,IFlow,IPress,IVol,FlowA,PressA,VolA,FlowB,PressB,VolB
0,44701.43304,0,57964187,1.226215,0.076668,0.078619,1.23631,2.482008,-0.923566,-0.921229,19.912166,1.719996,-0.003207,-0.00003207,0,-0.003207,-0.922398,-0.00101,10,80.0247,0,0,0,0,0,0
1,44701.43304,0.361603,57964187,1.256594,0.077249,0.079162,1.222341,2.482008,-0.923736,-0.922018,19.912166,1.738249,-0.002618,-0.00002618,0,-0.002618,-0.922673,-0.00101,10,80.0247,0,0,0,0,0,0
2,44701.43306,1.361603,57964188,1.24821,0.07702,0.078948,1.2255,2.482008,-0.923725,-0.921656,19.912166,1.723989,-0.002992,-0.00002992,0,-0.002992,-0.922727,-0.00101,10,80.0247,0,0,0,0,0,0
3,44701.43307,2.361603,57964189,1.269636,0.077325,0.079203,1.229342,2.482994,-0.923517,-0.921821,19.912166,1.76526,-0.002239,-0.00002239,0,-0.002239,-0.922248,-0.00101,10,80.0247,0,0,0,0,0,0
4,44701.43308,3.361603,57964190,1.242058,0.076766,0.078626,1.228616,2.482994,-0.923553,-0.921262,19.912166,1.724976,-0.003024,-0.00003024,0,-0.003024,-0.922894,0,10,80.0247,0,0,0,0,0,0
5,44701.43309,4.361603,57964191,1.26948,0.077218,0.079096,1.232616,2.482008,-0.923418,-0.921985,19.912166,1.795262,-0.001338,-0.00001338,0,-0.001338,-0.922044,0,10,80.0247,0,0,0,0,0,0
6,44701.4331,5.361603,57964192,1.246956,0.076814,0.07868,1.214413,2.482994,-0.924124,-0.922084,19.912166,1.71067,-0.00366,-0.0000366,0,-0.00366,-0.923384,0,10,80.0247,0,0,0,0,0,0
7,44701.43311,6.361603,57964193,1.269007,0.07748,0.079401,1.22612,2.482994,-0.923645,-0.922314,19.912166,1.779954,-0.002209,-0.00002209,0,-0.002209,-0.922227,0,10,80.0247,0,0,0,0,0,0
8,44701.43313,7.361603,57964194,1.202702,0.075931,0.077971,1.248473,2.482994,-0.923317,-0.921393,19.912166,1.684258,-0.004257,-0.00004257,0,-0.004257,-0.922988,-0.00002,10,80.0247,0,0,0,0,0,0
9,44701.43314,8.361603,57964195,1.249988,0.077009,0.078829,1.196113,2.482008,-0.924551,-0.922347,19.912166,1.720436,-0.003538,-0.00003538,0,-0.003538,-0.923566,-0.00002,10,80.0247,0,0,0,0,0,0
10,44701.43315,9.361603,57964196,1.226404,0.076795,0.078562,1.210985,2.482008,-0.924204,-0.922544,19.912166,1.714309,-0.003785,-0.00003785,0,-0.003785,-0.923323,0.00002,10,80.0247,0,0,0,0,0,0
11,44701.43316,10.361603,57964197,1.255819,0.07664,0.078553,1.256251,2.48398,-0.923185,-0.921656,19.912166,1.762704,-0.002466,-0.00002466,0,-0.002466,-0.922405,0.00002,10,80.0247,0,0,0,0,0,0
12,44701.43317,11.361603,57964198,1.216143,0.076031,0.078011,1.212843,2.482008,-0.923932,-0.922117,19.912166,1.730065,-0.00327,-0.0000327,0,-0.00327,-0.922963,0,10,80.0247,0,0,0,0,0,0
13,44701.43318,12.361603,57964199,1.279165,0.077477,0.079233,1.239636,2.482994,-0.923425,-0.921656,19.912166,1.784675,-0.002252,-0.00002252,0,-0.002252,-0.922351,0,10,80.0247,0,0,0,0,0,0
14,44701.43319,13.361603,57964200,1.212649,0.076446,0.078409,1.189312,2.481022,-0.924564,-0.922577,19.912166,1.727273,-0.003368,-0.00003368,0,-0.003368,-0.923363,0,10,80.0247,0,0,0,0,0,0
15,44701.43321,14.361603,57964201,1.276294,0.077706,0.079473,1.212661,2.482994,-0.923822,-0.922084,19.912166,1.75098,-0.002689,-0.00002689,0,-0.002689,-0.922688,0.00002,10,80.0247,0,0,0,0,0,0
16,44701.43322,15.361603,57964202,1.244445,0.077339,0.079227,1.239571,2.48398,-0.923447,-0.921919,19.912166,1.741793,-0.002585,-0.00002585,0,-0.002585,-0.922483,0.00002,10,80.0247,0,0,0,0,0,0
17,44701.43323,16.361603,57964203,1.254885,0.077434,0.07924,1.215208,2.482008,-0.923995,-0.922182,19.912166,1.747917,-0.002857,-0.00002857,0,-0.002857,-0.922779,0,10,80.0247,0,0,0,0,0,0
18,44701.43324,17.361603,57964204,1.229757,0.076641,0.078582,1.19201,2.482008,-0.924485,-0.922938,19.912166,1.759442,-0.002728,-0.00002728,0,-0.002728,-0.923003,0.00002,10,80.0247,0,0,0,0,0,0
19,44701.43325,18.361603,57964205,1.252688,0.077299,0.079209,1.231883,2.48398,-0.923599,-0.921393,19.912166,1.729126,-0.003193,-0.00003193,0,-0.003193,-0.922909,-0.00002,10,80.0247,0,0,0,0,0,0
20,44701.43326,19.361603,57964206,1.23927,0.076789,0.078666,1.215468,2.482994,-0.924149,-0.922445,19.912166,1.709303,-0.003553,-0.00003553,0,-0.003553,-0.923159,0,10,80.0247,0,0,0,0,0,0
21,44701.43328,20.361603,57964207,1.230957,0.076991,0.078879,1.233283,2.48398,-0.923781,-0.921854,19.912166,1.73482,-0.003199,-0.00003199,0,-0.003199,-0.923037,0.00002,10,80.0247,0,0,0,0,0,0
22,44701.43329,21.361603,57964208,1.23726,0.076966,0.078897,1.204406,2.482008,-0.924218,-0.921985,19.912166,1.734193,-0.003068,-0.00003068,0,-0.003068,-0.923144,0,10,80.0247,0,0,0,0,0,0
